ID     Step     MaxR |    avgR     stdR | avgS stdS |    objC     etc.
Act FileNotFound when load_model: output/2022-04-27_16-25-48
Critic FileNotFound when load_model: output/2022-04-27_16-25-48
pygame 2.0.1 (SDL 2.0.14, Python 3.6.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
 O  1.04e+07    50.50 |    0.15     0.65 |  127    0 |    0.15     0.02    -0.33     9.56
 O  1.04e+07    50.50 |   -0.25     1.30 |  127    0 |    0.09    -0.05    -0.21    -0.19
 O  1.05e+07    50.50 |   15.70    66.61 |  123   17 |    0.22     0.05    -0.22    18.52
 O  1.05e+07    50.50 |    0.00     1.58 |  127    0 |    0.11     0.01    -0.19     0.19
 O  1.05e+07    50.50 |   -0.05     1.43 |  127    0 |    0.10    -0.01    -0.17    -0.28
 O  1.05e+07    50.50 |   14.95    67.04 |  123   15 |    0.10    -0.07    -0.15    -0.25
 O  1.05e+07    50.50 |    0.35     1.15 |  127    0 |    0.12    -0.00    -0.28    -0.03
 O  1.05e+07    50.50 |    0.00     1.30 |  127    0 |    0.08     0.04    -0.22    -0.19
 O  1.05e+07    50.50 |   -0.05     0.80 |  127    0 |    0.14    -0.00    -0.20     9.50
 O  1.05e+07    50.50 |    0.00     0.00 |  127    0 |    0.13    -0.02    -0.17     9.61
 O  1.06e+07    50.50 |   -0.30     1.19 |  127    0 |    0.10    -0.04    -0.20    -0.06
 O  1.06e+07    50.50 |    0.05     0.92 |  127    0 |    0.09     0.02    -0.36     0.28
 O  1.06e+07    50.50 |    0.25     1.26 |  127    0 |    0.16     0.11    -0.22    -0.09
 O  1.06e+07    50.50 |    0.10     0.44 |  127    0 |    0.13    -0.02    -0.17    -0.34
 O  1.06e+07    50.50 |    0.20     2.06 |  124   13 |    0.09     0.02    -0.25    -0.03
 O  1.06e+07    50.50 |    0.00     0.00 |  127    0 |    0.08     0.04    -0.14     0.12
 O  1.06e+07    50.50 |    0.25     0.62 |  127    0 |    0.11     0.11    -0.24     0.19
 O  1.06e+07    50.50 |   -0.15     0.91 |  127    0 |    0.02    -0.04    -0.22    -0.09
 O  1.07e+07    50.50 |   -0.45     1.75 |  126    4 |    0.10    -0.16    -0.24     0.06
 O  1.07e+07    50.50 |    0.10     0.44 |  127    0 |    0.11     0.01    -0.20     0.09
 O  1.07e+07    50.50 |    0.10     1.34 |  127    0 |    0.19    -0.02    -0.15     9.78
 O  1.07e+07    50.50 |   15.00    66.56 |  126    5 |    0.14     0.00    -0.14     9.72
 O  1.07e+07    50.50 |   -0.15     1.19 |  125   10 |    0.13    -0.00    -0.12    -0.12
 O  1.07e+07    50.50 |    0.45     1.36 |  127    0 |    0.04     0.02    -0.19     0.12
 O  1.07e+07    50.50 |   15.30    66.92 |  126    2 |    0.07     0.08    -0.14     9.39
 O  1.07e+07    50.50 |   15.20    66.26 |  127    2 |    0.14     0.02    -0.15    -0.06
 O  1.08e+07    50.50 |   15.40    66.68 |  127    2 |    0.05     0.08    -0.15    -0.12
 O  1.08e+07    50.50 |   15.30    66.69 |  126    6 |    0.14    -0.05    -0.20     9.69
 O  1.08e+07    50.50 |   -0.05     0.80 |  127    0 |    0.09    -0.27    -0.13     0.16
 O  1.08e+07    50.50 |   15.40    66.67 |  123   18 |    0.17     0.04    -0.16     0.38
 O  1.08e+07    50.50 |   15.50    66.88 |  126    3 |    0.12     0.04    -0.18     9.47
 O  1.08e+07    50.50 |   -0.15     1.80 |  127    0 |    0.06    -0.02    -0.16     0.09
 O  1.08e+07    50.50 |   -0.30     1.19 |  127    0 |    0.11    -0.01    -0.19     0.16
 O  1.08e+07    50.50 |   -0.10     1.30 |  126    4 |    0.18     0.05    -0.10     9.81
 O  1.09e+07    50.50 |   15.40    66.67 |  126    5 |    0.07     0.07    -0.16     0.09
 O  1.09e+07    50.50 |   15.20    66.74 |  127    0 |    0.04     0.03    -0.13     0.03
 O  1.09e+07    50.50 |   -0.15     1.19 |  127    0 |    0.07    -0.12    -0.12     0.09
 O  1.09e+07    50.50 |   15.40    66.67 |  126    6 |    0.12     0.00    -0.20     0.34
 O  1.09e+07    50.50 |    0.00     0.32 |  127    0 |    0.13    -0.03    -0.18    -0.31
 O  1.09e+07    50.50 |   15.20    66.72 |  125   10 |    0.12    -0.20    -0.19     0.38
 O  1.09e+07    50.50 |   15.15    66.76 |  125    9 |    0.10    -0.03    -0.19     0.06
 O  1.09e+07    50.50 |    0.30     1.35 |  125    8 |    0.03     0.02    -0.14     0.03
 O  1.10e+07    50.50 |   15.00    66.31 |  126    3 |    0.06     0.09    -0.09    -0.03
 O  1.10e+07    50.50 |   -0.70     1.58 |  125    8 |    0.12     0.09    -0.11     9.91
 O  1.10e+07    50.50 |   15.90    66.56 |  127    0 |    0.12    -0.07    -0.14     0.31
 O  1.10e+07    50.50 |    0.25     0.99 |  127    0 |    0.18    -0.01    -0.19     9.50
 O  1.10e+07    50.50 |   15.00    67.00 |  126    5 |    0.08     0.05    -0.21    -0.34
 O  1.10e+07    50.50 |   -0.25     2.05 |  124   12 |    0.12     0.05    -0.13     0.25
 O  1.10e+07    50.50 |    0.10     1.92 |  125   10 |    0.11    -0.02    -0.32     0.19
 O  1.10e+07    50.50 |   -0.10     0.94 |  127    0 |    0.21     0.06    -0.16     9.06
 O  1.11e+07    50.50 |   15.95    66.34 |  124   12 |    0.13     0.02    -0.09     8.94
 O  1.11e+07    50.50 |   14.85    67.04 |  124   11 |    0.09    -0.06    -0.20     9.56
 O  1.11e+07    50.50 |    0.00     1.58 |  127    0 |    0.08    -0.10    -0.12     0.12
 O  1.11e+07    50.50 |    0.30     1.27 |  127    0 |    0.08    -0.03    -0.21     0.41
 O  1.11e+07    50.50 |   -0.10     0.77 |  127    0 |    0.16    -0.00    -0.07     9.12
 O  1.11e+07    50.50 |   -0.45     1.36 |  127    0 |    0.07    -0.01    -0.15     0.03
 O  1.11e+07    50.50 |   -0.25     1.70 |  125    7 |    0.20     0.04    -0.14    27.85
 O  1.11e+07    50.50 |   -0.35     1.15 |  127    0 |    0.01     0.04    -0.11     0.03
 O  1.11e+07    50.50 |    0.40     1.24 |  127    0 |    0.22     0.06    -0.10    18.27
 O  1.12e+07    50.50 |    0.10     0.30 |  127    0 |    0.11    -0.07    -0.16    -0.09
 O  1.12e+07    50.50 |   15.20    66.73 |  122   17 |    0.11    -0.03    -0.11    -0.12
 O  1.12e+07    50.50 |    0.20     1.21 |  127    0 |    0.06    -0.05    -0.09     0.03
 O  1.12e+07    50.50 |    0.10     1.64 |  127    0 |    0.11     0.04    -0.08     9.69
 O  1.12e+07    50.50 |    0.35     1.15 |  127    0 |    0.03    -0.00    -0.10     0.03
 O  1.12e+07    50.50 |   -0.15     0.65 |  127    0 |    0.09     0.08    -0.10     0.12
 O  1.12e+07    50.50 |    0.00     0.32 |  127    0 |    0.12     0.01    -0.07     9.58
 O  1.12e+07    50.50 |    0.00     1.41 |  127    0 |    0.06     0.09    -0.13     0.00
 O  1.13e+07    50.50 |   30.70    92.45 |  122   16 |    0.14    -0.07    -0.14    -0.28
 O  1.13e+07    50.50 |   -0.20     0.60 |  127    0 |    0.12    -0.01    -0.08     9.12
 O  1.13e+07    50.50 |   15.05    66.99 |  125    6 |    0.16    -0.01    -0.13     0.09
 O  1.13e+07    50.50 |   30.60    91.97 |  124   10 |    0.13    -0.03    -0.16    -0.06
 O  1.13e+07    50.50 |   15.20    67.64 |  126    6 |    0.19    -0.10    -0.10     9.44
 O  1.13e+07    50.50 |    0.20     1.29 |  127    0 |    0.14    -0.17    -0.12     0.25
 O  1.13e+07    50.50 |   -0.10     1.64 |  127    0 |    0.09    -0.00    -0.07    -0.19
 O  1.13e+07    50.50 |   15.50    66.65 |  126    5 |    0.09    -0.08    -0.15    -0.44
 O  1.14e+07    50.50 |    0.10     0.77 |  127    0 |    0.12     0.02    -0.10    -0.06
 O  1.14e+07    50.50 |   -0.10     0.77 |  127    0 |    0.15     0.06    -0.13     9.38
 O  1.14e+07    50.50 |   -0.70     2.24 |  126    6 |    0.20    -0.11    -0.06    19.28
 O  1.14e+07    50.50 |   15.35    66.45 |  126    5 |    0.04     0.10    -0.10    -0.06
 O  1.14e+07    50.50 |   15.40    66.21 |  124   12 |    0.05     0.06    -0.12     0.09
 O  1.14e+07    50.50 |    0.30     0.95 |  127    0 |    0.14    -0.10    -0.14     9.27
 O  1.14e+07    50.50 |   -0.20     1.36 |  127    0 |    0.11    -0.00    -0.13    -0.34
 O  1.14e+07    50.50 |    0.15     1.35 |  127    0 |    0.11    -0.06    -0.13     9.52
 O  1.15e+07    50.50 |   15.25    66.26 |  125    8 |    0.07    -0.06    -0.13     9.31
 O  1.15e+07    50.50 |    0.10     0.44 |  127    0 |    0.15     0.04    -0.10    18.64
 O  1.15e+07    50.50 |   -0.10     2.02 |  125    9 |    0.09     0.06    -0.06     9.18
 O  1.15e+07    50.50 |    0.40     1.62 |  127    0 |    0.10    -0.04    -0.08     9.62
 O  1.15e+07    50.50 |   -0.15     0.73 |  127    0 |    0.08    -0.09    -0.08     0.25
 O  1.15e+07    50.50 |   -0.25     1.26 |  126    6 |    0.15     0.06    -0.07     9.59
 O  1.15e+07    50.50 |    0.15     0.48 |  127    0 |    0.13     0.02    -0.10     9.73
 O  1.15e+07    50.50 |   -0.20     0.87 |  127    0 |    0.09     0.08    -0.15     9.18
 O  1.16e+07    50.50 |    0.00     1.58 |  127    0 |    0.11    -0.03    -0.07    -0.16
 O  1.16e+07    50.50 |   -0.35     1.96 |  127    0 |    0.14    -0.04    -0.08    18.30
 O  1.16e+07    50.50 |   -0.30     0.71 |  127    0 |    0.18     0.04    -0.14     9.52
 O  1.16e+07    50.50 |    0.25     1.09 |  127    0 |    0.09    -0.08    -0.08     0.16
 O  1.16e+07    50.50 |   -0.05     0.80 |  126    3 |    0.10     0.11    -0.12     0.18
 O  1.16e+07    50.50 |   15.60    66.63 |  126    3 |    0.16     0.01    -0.04    18.39
 O  1.16e+07    50.50 |    0.10     0.44 |  127    0 |    0.11     0.11    -0.13     0.19
 O  1.16e+07    50.50 |   15.35    66.91 |  126    5 |    0.19     0.07    -0.13    -0.12
 O  1.17e+07    50.50 |   -0.10     1.22 |  127    0 |    0.14    -0.03    -0.08     0.16
 O  1.17e+07    50.50 |   15.20    66.72 |  126    4 |    0.09     0.08    -0.09     9.47
 O  1.17e+07    50.50 |    0.15     0.79 |  127    0 |    0.11    -0.05    -0.18     0.16
 O  1.17e+07    50.50 |    0.10     2.45 |  127    0 |    0.10    -0.02    -0.08     9.69
 O  1.17e+07    50.50 |   -0.05     0.50 |  127    0 |    0.09     0.16    -0.05    -0.25
 O  1.17e+07    50.50 |    0.20     0.60 |  127    0 |    0.12     0.01    -0.12     0.34
 O  1.17e+07    50.50 |   -0.05     1.28 |  127    0 |    0.10    -0.03    -0.07     0.25
 O  1.17e+07    50.50 |    0.35     0.96 |  127    0 |    0.05     0.01    -0.10    -0.19
 O  1.18e+07    50.50 |   -0.40     1.16 |  126    4 |    0.05    -0.02    -0.09     0.19
 O  1.18e+07    50.50 |    0.00     0.32 |  127    0 |    0.24    -0.01    -0.09    19.00
[34m[1mwandb[39m[22m: Network error resolved after 0:01:07.375997, resuming normal operation.
 O  1.18e+07    50.50 |   -0.20     1.40 |  124   14 |    0.09    -0.03    -0.16     9.69
 O  1.18e+07    50.50 |    0.00     1.10 |  127    0 |    0.13     0.06    -0.07    -0.18
 O  1.18e+07    50.50 |   15.70    66.61 |  124   15 |    0.20     0.07    -0.08    18.55
 O  1.18e+07    50.50 |   30.65    91.62 |  124   11 |    0.08    -0.07    -0.09     9.06
 O  1.18e+07    50.50 |   -0.35     1.62 |  127    0 |    0.17     0.01    -0.13     9.21
 O  1.18e+07    50.50 |   -0.10     1.76 |  127    0 |    0.13    -0.07    -0.09     9.62
 O  1.18e+07    50.50 |    0.20     1.50 |  127    0 |    0.17     0.09    -0.18     9.06
 O  1.19e+07    50.50 |    0.05     0.22 |  127    0 |    0.12     0.06    -0.09    -0.50
 O  1.19e+07    50.50 |    0.70     1.55 |  127    0 |    0.16     0.01    -0.12    19.06
 O  1.19e+07    50.50 |    0.00     0.00 |  127    0 |    0.09     0.02    -0.08     0.03
 O  1.19e+07    50.50 |    0.30     1.10 |  127    0 |    0.09    -0.09    -0.06    -0.15
 O  1.19e+07    50.50 |    0.05     0.22 |  127    0 |    0.11     0.05    -0.10    -0.62
 O  1.19e+07    50.50 |    0.05     0.50 |  127    0 |    0.05    -0.02    -0.11     0.19
 O  1.19e+07    50.50 |    0.20     1.29 |  127    0 |    0.07     0.02    -0.06    -0.41
 O  1.19e+07    50.50 |    0.35     1.15 |  127    0 |    0.09     0.12    -0.05    -0.28
 O  1.20e+07    50.50 |   -0.15     1.19 |  127    0 |    0.03     0.12    -0.07     0.03
 O  1.20e+07    50.50 |   -0.20     0.51 |  127    0 |    0.07     0.01    -0.06    -0.28
 O  1.20e+07    50.50 |    0.45     1.53 |  127    0 |    0.25     0.01    -0.04    19.03
 O  1.20e+07    50.50 |    0.00     0.00 |  127    0 |    0.10     0.01    -0.05     9.03
 O  1.20e+07    50.50 |    0.25     1.30 |  126    3 |    0.04     0.10    -0.10     0.19
 O  1.20e+07    50.50 |    0.20     0.87 |  127    0 |    0.14    -0.07    -0.09     0.12
 O  1.20e+07    50.50 |    0.00     0.63 |  127    0 |    0.15     0.13    -0.07     0.47
 O  1.20e+07    50.50 |    0.00     0.00 |  127    0 |    0.12    -0.04    -0.12     0.12
 O  1.21e+07    50.50 |   15.00    66.55 |  122   13 |    0.15     0.03    -0.10     8.91
 O  1.21e+07    50.50 |   30.95    91.69 |  123   11 |    0.22    -0.06    -0.05    19.16
 O  1.21e+07    50.50 |    0.60     1.53 |  127    0 |    0.16     0.07    -0.10    -0.09
 O  1.21e+07    50.50 |    0.20     1.08 |  127    0 |    0.11    -0.05    -0.07     0.00
 O  1.21e+07    50.50 |    0.05     0.92 |  127    0 |    0.20     0.07    -0.08    18.42
 O  1.21e+07    50.50 |    0.25     2.41 |  127    0 |    0.15     0.04    -0.07     9.72
 O  1.21e+07    50.50 |    0.10     1.22 |  127    0 |    0.17    -0.02    -0.09     0.25
 O  1.21e+07    50.50 |   15.10    66.76 |  126    3 |    0.06     0.01    -0.09     0.03
 O  1.22e+07    50.50 |   15.90    67.03 |  125    8 |    0.18     0.09    -0.07     9.66
 O  1.22e+07    50.50 |   15.50    66.65 |  127    1 |    0.11     0.04    -0.08    -0.18
 O  1.22e+07    50.50 |   -0.05     2.13 |  127    0 |    0.16     0.04    -0.09     0.31
 O  1.22e+07    50.50 |    0.00     0.63 |  127    0 |    0.10    -0.03    -0.10     0.34
 O  1.22e+07    50.50 |    0.10     0.99 |  127    0 |    0.07     0.08    -0.08     0.16
 O  1.22e+07    50.50 |    0.60     1.07 |  127    0 |    0.15     0.02    -0.08     9.24
 O  1.22e+07    50.50 |    0.15     1.19 |  127    0 |    0.14    -0.07    -0.06     9.66
 O  1.22e+07    50.50 |   15.05    66.30 |  126    4 |    0.15     0.09    -0.05     9.84
 O  1.23e+07    50.50 |    0.10     0.44 |  127    0 |    0.06    -0.03    -0.10    -0.03
 O  1.23e+07    50.50 |   -0.15     1.35 |  127    0 |    0.12     0.08    -0.11    -0.25
 O  1.23e+07    50.50 |   31.00    91.84 |  123   14 |    0.15    -0.00    -0.08    -0.06
 O  1.23e+07    50.50 |   -0.10     1.61 |  125   10 |    0.16    -0.10    -0.09     9.19
 O  1.23e+07    50.50 |    0.15     0.91 |  127    0 |    0.12    -0.05    -0.08     0.06
 O  1.23e+07    50.50 |    0.25     0.77 |  127    0 |    0.14     0.03    -0.06     9.44
 O  1.23e+07    50.50 |   -0.05     2.22 |  126    2 |    0.14    -0.14    -0.04    18.09
 O  1.23e+07    50.50 |   -0.30     1.93 |  127    0 |    0.05    -0.03    -0.02    -0.03
 O  1.24e+07    50.50 |    0.30     1.27 |  127    0 |    0.23    -0.01    -0.06    28.33
 O  1.24e+07    50.50 |    0.00     1.55 |  127    0 |    0.25    -0.04    -0.10    28.00
 O  1.24e+07    50.50 |   -0.25     1.67 |  127    2 |    0.15    -0.05    -0.04     9.42
 O  1.24e+07    50.50 |   14.90    65.90 |  124   12 |    0.17     0.01    -0.04     9.56
 O  1.24e+07    50.50 |    0.25     1.76 |  127    0 |    0.13    -0.09    -0.06     0.24
 O  1.24e+07    50.50 |   14.85    66.84 |  123   11 |    0.17     0.08    -0.05    -0.53
 O  1.24e+07    50.50 |   -0.05     1.12 |  127    0 |    0.14     0.07    -0.06    -0.22
 O  1.24e+07    50.50 |   -0.70     2.30 |  123   19 |    0.08     0.00    -0.06    -0.48
 O  1.25e+07    50.50 |   -0.30     1.90 |  127    2 |    0.12     0.01    -0.06     9.33
 O  1.25e+07    50.50 |    0.55     1.66 |  127    0 |    0.13    -0.05    -0.08    -0.03
 O  1.25e+07    50.50 |   15.20    65.80 |  126    5 |    0.11    -0.12    -0.06     0.22
 O  1.25e+07    50.50 |    0.20     1.50 |  127    0 |    0.09    -0.13    -0.04    -0.34
 O  1.25e+07    50.50 |   -0.25     1.26 |  127    0 |    0.11     0.08    -0.06     9.66
 O  1.25e+07    50.50 |   -0.05     0.50 |  127    0 |    0.12    -0.07    -0.07     0.50
 O  1.25e+07    50.50 |   15.30    66.94 |  123   17 |    0.10     0.08    -0.05     0.16
 O  1.25e+07    50.50 |   30.80    91.91 |  126    3 |    0.14     0.10    -0.03    -0.06
 O  1.26e+07    50.50 |    0.75     2.00 |  127    0 |    0.18    -0.05    -0.11     9.09
 O  1.26e+07    50.50 |   -0.30     1.35 |  124   11 |    0.07    -0.02    -0.06     0.12
 O  1.26e+07    50.50 |    0.15     1.19 |  127    0 |    0.11     0.12    -0.04    -0.12
 O  1.26e+07    50.50 |   15.25    66.73 |  124   15 |    0.18    -0.00    -0.06     0.00
 O  1.26e+07    50.50 |    0.15     1.85 |  124   13 |    0.14    -0.03    -0.07     9.16
 O  1.26e+07    50.50 |   -0.15     1.15 |  127    0 |    0.16     0.07    -0.04     9.59
 O  1.26e+07    50.50 |   30.25    92.10 |  119   17 |    0.12    -0.01    -0.04    -0.31
 O  1.26e+07    50.50 |   31.00    92.35 |  122   18 |    0.17    -0.04    -0.06     9.56
 O  1.26e+07    50.50 |   15.40    66.92 |  120   21 |    0.10    -0.06    -0.05     0.34
 O  1.27e+07    50.50 |   15.20    65.80 |  125    8 |    0.30    -0.07    -0.05    27.61
 O  1.27e+07    50.50 |   -0.35     1.15 |  127    0 |    0.15     0.06    -0.05     8.94
 O  1.27e+07    50.50 |   -0.80     2.11 |  126    4 |    0.11     0.06    -0.10    -0.22
 O  1.27e+07    50.50 |    0.15     1.77 |  124   14 |    0.14    -0.01    -0.06     9.84
 O  1.27e+07    50.50 |   -0.25     1.22 |  127    0 |    0.17    -0.05    -0.06    18.55
 O  1.27e+07    50.50 |   15.40    66.68 |  127    2 |    0.23     0.01    -0.07    27.76
 O  1.27e+07    50.50 |    0.40     1.28 |  127    0 |    0.17     0.04    -0.09     9.69
 O  1.27e+07    50.50 |    0.00     0.55 |  127    0 |    0.09    -0.04    -0.08     9.36
 O  1.28e+07    50.50 |    0.00     2.26 |  127    0 |    0.15     0.07    -0.08     9.33
 O  1.28e+07    50.50 |   -0.75     2.32 |  126    4 |    0.14    -0.05    -0.10    -0.31
 O  1.28e+07    50.50 |   -0.05     1.36 |  127    0 |    0.04     0.02    -0.05    -0.12
 O  1.28e+07    50.50 |   15.20    66.95 |  125    8 |    0.09     0.00    -0.08     9.59
 O  1.28e+07    50.50 |   15.85    66.81 |  127    2 |    0.24     0.04    -0.09    27.91
 O  1.28e+07    50.50 |   14.95    66.80 |  122   15 |    0.22    -0.09    -0.06    27.97
 O  1.28e+07    50.50 |   15.10    66.52 |  125    8 |    0.16    -0.02    -0.05     9.53
 O  1.28e+07    50.50 |   15.60    66.41 |  126    5 |    0.08     0.08    -0.04     0.25
 O  1.29e+07    50.50 |   -0.20     1.40 |  127    1 |    0.06    -0.01    -0.05     0.12
 O  1.29e+07    50.50 |    0.75     1.48 |  127    0 |    0.16     0.08    -0.09     9.62
 O  1.29e+07    50.50 |   -0.45     1.66 |  126    3 |    0.08     0.05    -0.04     9.00
 O  1.29e+07    50.50 |   15.30    66.23 |  124   15 |    0.18     0.10    -0.06    18.94
 O  1.29e+07    50.50 |   -0.90     2.12 |  125    9 |    0.14     0.04    -0.08    18.94
 O  1.29e+07    50.50 |   -0.35     2.10 |  127    0 |    0.04     0.14    -0.07    -0.09
 O  1.29e+07    50.50 |   15.30    66.70 |  127    1 |    0.13     0.07    -0.05    -0.64
 O  1.29e+07    50.50 |    0.05     1.12 |  127    0 |    0.20     0.04    -0.06     9.67
 O  1.30e+07    50.50 |    0.85     1.31 |  127    0 |    0.13    -0.01    -0.07     0.41
 O  1.30e+07    50.50 |    0.35     1.19 |  127    0 |    0.10    -0.04    -0.06     9.62
 O  1.30e+07    50.50 |    0.15     1.35 |  127    0 |    0.19    -0.00    -0.08    18.30
 O  1.30e+07    50.50 |   -0.20     0.87 |  127    0 |    0.13     0.05    -0.08     9.47
 O  1.30e+07    50.50 |    0.25     0.77 |  127    0 |    0.20    -0.12    -0.06     9.69
 O  1.30e+07    50.50 |   -0.05     1.36 |  127    0 |    0.04    -0.01    -0.04     0.00
 O  1.30e+07    50.50 |   -0.60     1.53 |  127    0 |    0.26     0.06    -0.06    27.45
 O  1.30e+07    50.50 |    0.55     1.24 |  127    0 |    0.09     0.04    -0.07     0.12
 O  1.31e+07    50.50 |   15.20    66.73 |  122   15 |    0.12    -0.01    -0.04     9.45
 O  1.31e+07    50.50 |   15.70    66.61 |  125    8 |    0.18     0.00    -0.08    18.18
 O  1.31e+07    50.50 |   14.75    66.84 |  125   10 |    0.16     0.02    -0.05    -0.03
 O  1.31e+07    50.50 |   15.40    65.76 |  126    4 |    0.12    -0.04    -0.09     9.44
 O  1.31e+07    50.50 |   46.10   108.77 |  121   16 |    0.13    -0.02    -0.06     0.03
 O  1.31e+07    50.50 |    0.15     0.91 |  127    0 |    0.22    -0.08    -0.06    18.15
 O  1.31e+07    50.50 |    0.60     1.66 |  127    0 |    0.13    -0.05    -0.05     8.68
 O  1.31e+07    50.50 |   -0.15     0.91 |  127    0 |    0.28     0.01    -0.06    28.84
 O  1.32e+07    50.50 |   -0.25     1.26 |  127    0 |    0.05     0.11    -0.04     0.00
 O  1.32e+07    50.50 |    0.60     1.53 |  127    0 |    0.22     0.05    -0.05    27.55
