ID     Step     MaxR |    avgR     stdR | avgS stdS |    objC     etc.
Act FileNotFound when load_model: output/2022-04-27_16-25-48
Critic FileNotFound when load_model: output/2022-04-27_16-25-48
pygame 2.0.1 (SDL 2.0.14, Python 3.6.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
 O  3.35e+07    81.63 |   15.45    67.59 |  125   10 |    0.27     0.00    -0.21    37.36
 O  3.35e+07    81.63 |   15.90    65.67 |  127    2 |    0.18     0.07    -0.29    18.48
 O  3.35e+07    81.63 |   15.05    66.54 |  125    5 |    0.15    -0.02    -0.36     0.15
 O  3.36e+07    81.63 |   14.60    66.88 |  125   11 |    0.17     0.04    -0.18    18.45
 O  3.36e+07    81.63 |    0.10     1.45 |  127    0 |    0.20     0.09    -0.24     9.97
 O  3.36e+07    81.63 |   45.60   109.13 |  119   18 |    0.25    -0.07    -0.18    37.52
 O  3.36e+07    81.63 |    0.05     2.22 |  126    5 |    0.17     0.07    -0.22    18.97
 O  3.36e+07    81.63 |   15.05    66.76 |  125    9 |    0.13     0.00    -0.29     0.12
 O  3.36e+07    81.63 |   30.65    91.97 |  124    8 |    0.24    -0.03    -0.21    29.12
 O  3.36e+07    81.63 |   45.70   108.95 |  122   14 |    0.23    -0.02    -0.20    19.28
 O  3.36e+07    81.63 |   31.75    92.27 |  125    7 |    0.15     0.06    -0.27     9.12
 O  3.37e+07    81.63 |   15.05    65.85 |  127    1 |    0.26    -0.14    -0.27    45.26
 O  3.37e+07    81.63 |   15.70    66.85 |  125    8 |    0.21    -0.10    -0.26    18.94
 O  3.37e+07    81.63 |   30.70    92.29 |  124   12 |    0.16     0.06    -0.24     9.52
 O  3.37e+07    81.63 |   30.70    91.96 |  121   17 |    0.14    -0.00    -0.26    18.97
 O  3.37e+07    81.63 |    0.35     1.77 |  127    0 |    0.10     0.04    -0.18     9.64
 O  3.37e+07    81.63 |    0.50     2.09 |  125   10 |    0.19     0.07    -0.22    17.32
 O  3.37e+07    81.63 |    0.65     1.98 |  127    0 |    0.23     0.07    -0.23    27.85
 O  3.37e+07    81.63 |   31.15    91.30 |  123   15 |    0.29    -0.05    -0.24    45.00
 O  3.38e+07    81.63 |    0.75     1.41 |  127    0 |    0.16    -0.02    -0.26    19.06
 O  3.38e+07    81.63 |   15.30    66.49 |  127    1 |    0.26    -0.02    -0.21    28.06
 O  3.38e+07    81.63 |    0.95     1.53 |  127    0 |    0.22    -0.05    -0.28    27.12
 O  3.38e+07    81.63 |   15.40    66.26 |  122   14 |    0.15     0.06    -0.23     0.28
 O  3.38e+07    81.63 |   14.05    67.04 |  121   16 |    0.12     0.05    -0.25     9.31
 O  3.38e+07    81.63 |   14.80    67.05 |  127    1 |    0.13    -0.02    -0.22     9.72
 O  3.38e+07    81.63 |   15.00    67.46 |  124   12 |    0.22     0.03    -0.20    28.62
 O  3.38e+07    81.63 |    0.10     1.89 |  127    0 |    0.13    -0.05    -0.27     9.66
 O  3.38e+07    81.63 |   30.35    91.91 |  120   19 |    0.20     0.02    -0.24    18.82
 O  3.39e+07    81.63 |   30.45    92.06 |  118   23 |    0.21     0.01    -0.30    17.85
 O  3.39e+07    81.63 |   46.05   110.34 |  121   16 |    0.18     0.11    -0.34    18.56
 O  3.39e+07    81.63 |   15.10    66.32 |  126    4 |    0.14     0.08    -0.19     0.22
 O  3.39e+07    81.63 |   -0.40     2.69 |  118   26 |    0.27     0.02    -0.24    28.27
 O  3.39e+07    81.63 |   31.75    91.93 |  125    8 |    0.10     0.04    -0.21     9.12
 O  3.39e+07    81.63 |   15.20    66.73 |  125   10 |    0.14    -0.03    -0.36     9.19
 O  3.39e+07    81.63 |   -0.60     2.54 |  127    2 |    0.19     0.04    -0.25    18.61
 O  3.39e+07    81.63 |    0.40     1.20 |  127    0 |    0.12     0.07    -0.26    -0.28
 O  3.40e+07    81.63 |   -1.05     3.15 |  123   12 |    0.19    -0.08    -0.31    18.84
 O  3.40e+07    81.63 |   15.55    66.89 |  125    6 |    0.17    -0.03    -0.29     9.24
 O  3.40e+07    81.63 |   31.20    91.45 |  125    8 |    0.23    -0.10    -0.27    19.00
 O  3.40e+07    81.63 |   -0.45     2.18 |  127    1 |    0.14     0.05    -0.18     9.53
 O  3.40e+07    81.63 |   31.00    92.36 |  122   16 |    0.29     0.01    -0.18    36.26
 O  3.40e+07    81.63 |   15.30    66.71 |  123   19 |    0.13     0.10    -0.23     9.75
 O  3.40e+07    81.63 |   15.60    66.67 |  122   14 |    0.19     0.07    -0.25    18.45
 O  3.40e+07    81.63 |   30.40    91.73 |  124   10 |    0.19    -0.10    -0.20    19.82
 O  3.41e+07    81.63 |   15.85    66.59 |  125    9 |    0.22     0.07    -0.16    27.73
 O  3.41e+07    81.63 |   -0.35     1.15 |  127    0 |    0.09    -0.03    -0.21     9.66
 O  3.41e+07    81.63 |    0.45     1.32 |  127    0 |    0.19     0.06    -0.26    18.97
 O  3.41e+07    81.63 |   31.80    92.08 |  121   20 |    0.09     0.08    -0.23    18.61
 O  3.41e+07    81.63 |   -0.10     2.12 |  127    0 |    0.23     0.06    -0.33    18.39
 O  3.41e+07    81.63 |   31.15    92.30 |  124    8 |    0.21     0.09    -0.20    18.73
 O  3.41e+07    81.63 |   -0.50     2.18 |  124   12 |    0.14    -0.08    -0.24    18.58
 O  3.41e+07    81.63 |   45.95   109.95 |  122   17 |    0.13     0.06    -0.30     0.16
 O  3.42e+07    81.63 |   -0.40     1.98 |  127    0 |    0.09    -0.13    -0.30     9.78
 O  3.42e+07    81.63 |   15.55    66.65 |  127    1 |    0.21    -0.07    -0.29    26.76
 O  3.42e+07    81.63 |   15.00    66.79 |  125    9 |    0.22     0.14    -0.26    28.18
 O  3.42e+07    81.63 |    0.10     2.26 |  122   22 |    0.26    -0.02    -0.21    28.27
 O  3.42e+07    81.63 |    0.55     1.43 |  127    0 |    0.10     0.07    -0.24     9.39
 O  3.42e+07    81.63 |   14.95    67.02 |  121   19 |    0.11     0.02    -0.22     0.24
 O  3.42e+07    81.63 |   15.05    66.53 |  127    2 |    0.13     0.09    -0.25     9.70
 O  3.42e+07    81.63 |   15.60    66.41 |  126    4 |    0.18    -0.01    -0.27    18.91
 O  3.43e+07    81.63 |   14.95    66.79 |  127    0 |    0.17     0.04    -0.16     9.53
 O  3.43e+07    81.63 |   14.95    66.80 |  122   13 |    0.17     0.05    -0.20    18.58
 O  3.43e+07    81.63 |   30.30    91.75 |  122   13 |    0.13    -0.01    -0.21     0.19
 O  3.43e+07    81.63 |   15.40    66.69 |  125   11 |    0.11     0.06    -0.36     9.25
 O  3.43e+07    81.63 |   30.85    91.72 |  122   15 |    0.13     0.02    -0.25    10.12
 O  3.43e+07    81.63 |    0.05     1.94 |  126    6 |    0.26     0.11    -0.24    37.12
 O  3.43e+07    81.63 |   15.05    66.99 |  121   18 |    0.20    -0.10    -0.26    18.82
 O  3.43e+07    81.63 |   -0.15     2.17 |  122   20 |    0.19     0.06    -0.25     0.38
 O  3.44e+07    81.63 |   15.05    66.54 |  124   10 |    0.20     0.01    -0.22    19.47
 O  3.44e+07    81.63 |   15.80    66.13 |  123   16 |    0.19     0.04    -0.33    18.94
 O  3.44e+07    81.63 |   15.15    66.99 |  122   16 |    0.08    -0.02    -0.28     8.94
 O  3.44e+07    81.63 |   14.85    65.89 |  127    0 |    0.09    -0.02    -0.33     9.62
 O  3.44e+07    81.63 |   15.05    66.31 |  124   14 |    0.19     0.10    -0.34    27.09
 O  3.44e+07    81.63 |   15.50    66.89 |  126    6 |    0.31    -0.05    -0.30    45.15
 O  3.44e+07    81.63 |   15.00    67.71 |  122   18 |    0.07     0.06    -0.30     9.44
 O  3.44e+07    81.63 |   14.30    66.97 |  120   13 |    0.26     0.02    -0.31    27.30
 O  3.45e+07    81.63 |   -0.35     2.10 |  126    2 |    0.16     0.05    -0.23    18.73
 O  3.45e+07    81.63 |    0.00     1.87 |  127    0 |    0.26    -0.02    -0.25    37.55
 O  3.45e+07    81.63 |   -0.20     1.44 |  127    0 |    0.11    -0.04    -0.28     8.70
 O  3.45e+07    81.63 |   76.40   132.81 |  113   25 |    0.20     0.00    -0.24    18.48
 O  3.45e+07    81.63 |    0.25     1.30 |  127    0 |    0.15    -0.10    -0.34     0.03
 O  3.45e+07    81.63 |    0.15     1.82 |  127    0 |    0.19    -0.14    -0.31    18.42
 O  3.45e+07    81.63 |   30.60    91.98 |  120   21 |    0.20     0.03    -0.29    26.97
 O  3.45e+07    81.63 |    0.20     2.18 |  127    0 |    0.14     0.01    -0.26     9.47
 O  3.46e+07    81.63 |   31.45    92.86 |  122   18 |    0.18     0.03    -0.26    25.94
 O  3.46e+07    81.63 |   -0.20     1.03 |  127    0 |    0.20     0.01    -0.24    18.73
 O  3.46e+07    81.63 |   30.15    92.30 |  122   11 |    0.13    -0.10    -0.31     0.22
 O  3.46e+07    81.63 |   14.85    66.81 |  124   13 |    0.15     0.16    -0.32    -0.18
 O  3.46e+07    81.63 |   15.60    66.89 |  125   10 |    0.12     0.03    -0.31     9.03
 O  3.46e+07    81.63 |   14.75    67.78 |  124   12 |    0.23    -0.03    -0.30    27.85
 O  3.46e+07    81.63 |   -0.10     0.54 |  127    0 |    0.25    -0.02    -0.31    27.55
 O  3.46e+07    81.63 |   16.55    67.36 |  124   14 |    0.16     0.02    -0.33    18.18
 O  3.47e+07    81.63 |   15.05    65.87 |  116   24 |    0.18     0.01    -0.37    28.09
 O  3.47e+07    81.63 |    0.25     1.51 |  127    0 |    0.14     0.01    -0.31     9.15
 O  3.47e+07    81.63 |   15.00    66.54 |  125    8 |    0.14     0.03    -0.28     9.45
 O  3.47e+07    81.63 |   14.95    66.78 |  125    9 |    0.23     0.06    -0.27    27.97
 O  3.47e+07    81.63 |   14.60    66.89 |  117   22 |    0.19     0.07    -0.26    27.88
 O  3.47e+07    81.63 |   -0.25     1.58 |  126    3 |    0.11    -0.02    -0.30     9.15
 O  3.47e+07    81.63 |   15.30    66.47 |  126    2 |    0.09     0.00    -0.24     9.58
 O  3.47e+07    81.63 |   -0.10     0.77 |  127    0 |    0.05    -0.02    -0.29    -0.28
 O  3.48e+07    81.63 |    0.40     1.74 |  127    0 |    0.16    -0.02    -0.26     9.66
 O  3.48e+07    81.63 |   15.45    66.66 |  123   17 |    0.08    -0.11    -0.24     9.61
 O  3.48e+07    81.63 |    0.10     1.22 |  127    0 |    0.20     0.10    -0.33    19.47
 O  3.48e+07    81.63 |   15.60    65.72 |  126    4 |    0.22     0.04    -0.30    28.06
 O  3.48e+07    81.63 |    0.60     1.50 |  127    0 |    0.08    -0.02    -0.29     0.34
 O  3.48e+07    81.63 |   14.25    66.96 |  117   25 |    0.11    -0.09    -0.27    -0.19
 O  3.48e+07    81.63 |   14.80    66.83 |  125    8 |    0.13    -0.00    -0.21     0.28
 O  3.48e+07    81.63 |    0.45     1.24 |  127    0 |    0.17     0.02    -0.26     9.72
 O  3.48e+07    81.63 |    0.00     1.14 |  127    0 |    0.17    -0.02    -0.39    18.55
 O  3.49e+07    81.63 |   30.55    92.66 |  118   26 |    0.11     0.09    -0.33     9.61
 O  3.49e+07    81.63 |   15.75    66.85 |  125    8 |    0.07     0.05    -0.28     9.91
 O  3.49e+07    81.63 |   15.45    66.69 |  124   12 |    0.13     0.04    -0.23     9.66
 O  3.49e+07    81.63 |    0.10     2.17 |  127    0 |    0.24    -0.08    -0.27    28.24
 O  3.49e+07    81.63 |   15.40    66.68 |  124   15 |    0.16    -0.05    -0.28     0.27
 O  3.49e+07    81.63 |   15.70    67.54 |  123   19 |    0.12     0.06    -0.23     0.00
 O  3.49e+07    81.63 |   30.75    91.59 |  126    4 |    0.17    -0.05    -0.27     9.72
 O  3.49e+07    81.63 |   15.30    67.61 |  123   19 |    0.19    -0.09    -0.31    -0.03
 O  3.50e+07    81.63 |   15.70    66.61 |  126    4 |    0.14     0.03    -0.19    10.12
 O  3.50e+07    81.63 |   -0.25     1.34 |  127    0 |    0.17    -0.01    -0.23     9.69
 O  3.50e+07    81.63 |   15.65    66.62 |  124   13 |    0.17    -0.04    -0.33     9.53
 O  3.50e+07    81.63 |   45.75   109.19 |  125    7 |    0.16     0.03    -0.31    18.21
 O  3.50e+07    81.63 |    0.55     1.40 |  127    0 |    0.14     0.02    -0.38    -0.44
 O  3.50e+07    81.63 |    0.30     1.19 |  127    0 |    0.14    -0.05    -0.19     9.78
 O  3.50e+07    81.63 |   30.85    92.23 |  121   17 |    0.13     0.02    -0.29     0.41
 O  3.50e+07    81.63 |   15.55    66.64 |  124   11 |    0.18     0.00    -0.26     0.47
 O  3.51e+07    81.63 |   14.95    66.80 |  121   17 |    0.15    -0.14    -0.27     0.28
 O  3.51e+07    81.63 |   15.10    66.75 |  122   15 |    0.13    -0.03    -0.26     0.41
 O  3.51e+07    81.63 |    0.10     1.30 |  127    0 |    0.06    -0.07    -0.36    -0.31
 O  3.51e+07    81.63 |   46.05   109.20 |  126    4 |    0.14    -0.03    -0.22    -0.12
 O  3.51e+07    81.63 |    0.05     0.80 |  127    0 |    0.20    -0.07    -0.21    18.79
 O  3.51e+07    81.63 |   14.95    66.78 |  123   13 |    0.09     0.04    -0.21    -0.36
 O  3.51e+07    81.63 |   15.25    67.62 |  123   19 |    0.11     0.01    -0.34    19.28
 O  3.51e+07    81.63 |   -0.20     1.25 |  127    0 |    0.20    -0.02    -0.18    18.64
 O  3.52e+07    81.63 |    0.20     0.60 |  127    0 |    0.16     0.03    -0.24     9.09
 O  3.52e+07    81.63 |   15.35    67.61 |  123   15 |    0.08    -0.02    -0.27     0.41
 O  3.52e+07    81.63 |   30.50    92.01 |  121   18 |    0.08     0.02    -0.35     0.19
 O  3.52e+07    81.63 |   -0.30     1.10 |  127    0 |    0.13    -0.10    -0.31     9.27
 O  3.52e+07    81.63 |    0.30     1.45 |  127    0 |    0.07    -0.07    -0.24    -0.19
 O  3.52e+07    81.63 |   14.85    66.35 |  124   11 |    0.16     0.04    -0.22     9.22
 O  3.52e+07    81.63 |   15.30    66.48 |  125   11 |    0.11     0.07    -0.24     0.28
 O  3.52e+07    81.63 |    0.00     0.95 |  127    0 |    0.12     0.05    -0.24     0.47
 O  3.53e+07    81.63 |    0.35     0.96 |  127    0 |    0.25     0.02    -0.18    19.09
 O  3.53e+07    81.63 |   15.45    67.61 |  122   20 |    0.14     0.06    -0.23     9.03
 O  3.53e+07    81.63 |   -0.05     1.12 |  127    0 |    0.19     0.11    -0.27    18.85
 O  3.53e+07    81.63 |   15.20    66.49 |  125    7 |    0.18     0.04    -0.32     9.91
 O  3.53e+07    81.63 |   15.10    67.68 |  122   17 |    0.08    -0.09    -0.30    -0.24
 O  3.53e+07    81.63 |    0.10     1.45 |  127    0 |    0.11     0.02    -0.36    -0.06
 O  3.53e+07    81.63 |    0.05     1.12 |  127    0 |    0.09    -0.00    -0.32    -0.12
 O  3.53e+07    81.63 |    0.00     0.71 |  127    0 |    0.10     0.05    -0.30     9.94
 O  3.54e+07    81.63 |   15.35    66.45 |  127    0 |    0.08     0.07    -0.43     0.03
 O  3.54e+07    81.63 |   15.15    66.74 |  126    4 |    0.24     0.08    -0.28    19.09
 O  3.54e+07    81.63 |   15.30    66.92 |  124   12 |    0.20     0.07    -0.28    19.06
 O  3.54e+07    81.63 |   -0.05     1.02 |  127    0 |    0.19     0.03    -0.22    18.97
 O  3.54e+07    81.63 |   -0.25     1.64 |  125    7 |    0.11    -0.10    -0.20     9.72
 O  3.54e+07    81.63 |    0.00     1.61 |  124   15 |    0.11     0.02    -0.26    18.06
 O  3.54e+07    81.63 |   15.50    67.58 |  125    9 |    0.12     0.04    -0.28    10.00
 O  3.54e+07    81.63 |   -0.05     0.50 |  127    0 |    0.13    -0.03    -0.28    18.79
 O  3.55e+07    81.63 |   -0.25     0.89 |  127    0 |    0.20     0.00    -0.24    18.64
 O  3.55e+07    81.63 |   -0.10     0.94 |  127    0 |    0.17    -0.17    -0.35    18.26
 O  3.55e+07    81.63 |   15.40    66.69 |  125    7 |    0.07     0.01    -0.26     0.31
 O  3.55e+07    81.63 |    0.45     1.50 |  127    0 |    0.06     0.10    -0.29     0.31
 O  3.55e+07    81.63 |   -0.05     0.22 |  127    0 |    0.14     0.06    -0.24     9.70
 O  3.55e+07    81.63 |   30.50    91.51 |  119   24 |    0.27    -0.04    -0.26    46.70
 O  3.55e+07    81.63 |   30.90    92.54 |  125    5 |    0.24    -0.01    -0.27    36.06
 O  3.55e+07    81.63 |   -0.05     2.04 |  124   14 |    0.26    -0.08    -0.23    28.52
 O  3.55e+07    81.63 |    0.10     0.54 |  127    0 |    0.17    -0.05    -0.29    18.45
 O  3.56e+07    81.63 |   30.80    92.59 |  123   12 |    0.17    -0.01    -0.28    29.12
 O  3.56e+07    81.63 |   -0.10     1.18 |  127    0 |    0.21     0.11    -0.26    28.39
 O  3.56e+07    81.63 |   46.55   110.00 |  120   21 |    0.20     0.00    -0.23    19.50
 O  3.56e+07    81.63 |    0.30     1.38 |  127    0 |    0.16     0.10    -0.28    18.79
 O  3.56e+07    81.63 |   15.70    67.53 |  123   19 |    0.15     0.06    -0.20     9.06
 O  3.56e+07    81.63 |   15.05    66.78 |  125   10 |    0.38     0.04    -0.29    45.24
 O  3.56e+07    81.63 |   -0.05     2.69 |  125   11 |    0.15     0.03    -0.24    18.78
 O  3.56e+07    81.63 |   -0.30     1.27 |  127    0 |    0.12     0.02    -0.29     9.56
 O  3.57e+07    81.63 |   15.70    66.61 |  126    5 |    0.20     0.01    -0.27    17.70
 O  3.57e+07    81.63 |   30.60    90.81 |  122   16 |    0.12    -0.01    -0.18    -0.09
[34m[1mwandb[39m[22m: Network error resolved after 0:01:25.539908, resuming normal operation.
 O  3.57e+07    81.63 |   15.45    66.66 |  127    2 |    0.13     0.02    -0.29    18.00
 O  3.57e+07    81.63 |   -0.20     1.96 |  123   16 |    0.07     0.09    -0.40     9.16
 O  3.57e+07    81.63 |   31.30    92.25 |  122   16 |    0.18     0.02    -0.24    19.28
 O  3.57e+07    81.63 |   16.00    66.54 |  124   12 |    0.18     0.05    -0.30    29.00
 O  3.57e+07    81.63 |    0.40     1.32 |  127    0 |    0.18    -0.08    -0.33    18.84
 O  3.57e+07    81.63 |   -0.35     1.90 |  127    0 |    0.09     0.04    -0.34    -0.42
 O  3.58e+07    81.63 |   -0.65     1.39 |  124   15 |    0.20     0.04    -0.33    18.27
 O  3.58e+07    81.63 |   -0.20     1.21 |  127    0 |    0.21    -0.07    -0.30    27.09
 O  3.58e+07    81.63 |   16.25    67.42 |  124   14 |    0.18    -0.01    -0.26    18.85
 O  3.58e+07    81.63 |   15.40    65.76 |  127    2 |    0.14     0.00    -0.26     9.52
 O  3.58e+07    81.63 |    0.50     1.75 |  127    0 |    0.14     0.05    -0.27     9.59
 O  3.58e+07    81.63 |   15.65    66.63 |  127    1 |    0.19     0.01    -0.34    35.53
 O  3.58e+07    81.63 |   30.95    93.03 |  123   12 |    0.15     0.09    -0.23     9.06
 O  3.58e+07    81.63 |    0.25     1.61 |  127    0 |    0.21     0.00    -0.40    28.44
 O  3.59e+07    81.63 |   15.70    67.30 |  123   18 |    0.18    -0.04    -0.31    19.00
 O  3.59e+07    81.63 |   15.40    66.93 |  122   18 |    0.20    -0.06    -0.40    19.59
 O  3.59e+07    81.63 |   30.75    92.09 |  126    4 |    0.29    -0.07    -0.19    46.73
 O  3.59e+07    81.63 |   46.20   109.72 |  120   17 |    0.17     0.04    -0.27     9.66
 O  3.59e+07    81.63 |   30.45    91.52 |  124   10 |    0.20     0.01    -0.24    28.78
 O  3.59e+07    81.63 |   45.30   110.10 |  114   25 |    0.24     0.01    -0.35    29.16
 O  3.59e+07    81.63 |   31.00    92.35 |  125    7 |    0.12     0.06    -0.21    19.21
 O  3.59e+07    81.63 |   30.85    92.40 |  119   20 |    0.12     0.09    -0.25     0.34
 O  3.60e+07    81.63 |   30.70    91.48 |  124   10 |    0.25    -0.07    -0.27    27.79
 O  3.60e+07    81.63 |   16.05    67.45 |  124   15 |    0.23    -0.03    -0.35    36.44
 O  3.60e+07    81.63 |   30.90    92.40 |  118   22 |    0.11    -0.03    -0.27    -0.19
 O  3.60e+07    81.63 |   15.90    67.48 |  123   15 |    0.09    -0.01    -0.32     0.06
 O  3.60e+07    81.63 |   31.20    92.97 |  122   11 |    0.14    -0.11    -0.35    18.70
 O  3.60e+07    81.63 |   29.95    91.20 |  122   16 |    0.24     0.09    -0.22    27.76
 O  3.60e+07    81.63 |   15.35    66.24 |  125    8 |    0.25     0.03    -0.25    36.15
 O  3.60e+07    81.63 |    0.20     1.54 |  127    0 |    0.14    -0.10    -0.32     9.88
 O  3.61e+07    81.63 |   -0.25     1.58 |  127    0 |    0.11     0.10    -0.31     0.12
 O  3.61e+07    81.63 |   16.15    67.44 |  120   22 |    0.10    -0.03    -0.28     0.09
 O  3.61e+07    81.63 |   14.90    67.73 |  124   10 |    0.20     0.01    -0.24    28.06
 O  3.61e+07    81.63 |   15.65    65.93 |  126    2 |    0.11     0.01    -0.26     9.03
 O  3.61e+07    81.63 |   30.80    91.75 |  123   14 |    0.21     0.09    -0.23     9.12
 O  3.61e+07    81.63 |   31.30    92.91 |  120   20 |    0.22     0.05    -0.20    18.61
 O  3.61e+07    81.63 |   14.50    66.90 |  126    3 |    0.15    -0.08    -0.33     9.18
 O  3.61e+07    81.63 |    0.55     1.80 |  127    0 |    0.18     0.03    -0.28     9.64
 O  3.62e+07    81.63 |   30.45    91.86 |  123   14 |    0.13    -0.05    -0.32     0.00
 O  3.62e+07    81.63 |    0.90     1.79 |  127    0 |    0.11     0.03    -0.27     9.50
 O  3.62e+07    81.63 |   30.80    92.25 |  124   10 |    0.09    -0.03    -0.27    -0.38
 O  3.62e+07    81.63 |   31.40    92.88 |  122   15 |    0.14     0.05    -0.26     9.53
 O  3.62e+07    81.63 |   15.00    66.77 |  125    9 |    0.20     0.05    -0.41    17.88
 O  3.62e+07    81.63 |    0.00     2.55 |  125    8 |    0.14     0.02    -0.22     0.22
 O  3.62e+07    81.63 |   15.25    66.71 |  123   18 |    0.22     0.05    -0.22    18.30
 O  3.62e+07    81.63 |   46.50   109.59 |  118   24 |    0.09     0.10    -0.25     9.30
 O  3.62e+07    81.63 |   15.05    66.76 |  122   16 |    0.12     0.05    -0.29     0.19
 O  3.63e+07    81.63 |    0.45     1.43 |  127    0 |    0.19     0.10    -0.28    18.58
 O  3.63e+07    81.63 |    0.15     0.91 |  127    0 |    0.12    -0.14    -0.27     0.38
 O  3.63e+07    81.63 |   15.80    66.59 |  126    5 |    0.10    -0.22    -0.29     0.09
 O  3.63e+07    81.63 |    0.20     1.44 |  123   18 |    0.21     0.07    -0.33    18.48
 O  3.63e+07    81.63 |   15.35    66.48 |  126    6 |    0.13    -0.05    -0.38     9.70
 O  3.63e+07    81.63 |   30.15    91.29 |  118   24 |    0.25     0.03    -0.27    28.48
 O  3.63e+07    81.63 |   15.35    67.60 |  125   10 |    0.10    -0.03    -0.27     9.12
 O  3.63e+07    81.63 |   61.05   122.11 |  115   24 |    0.16    -0.11    -0.27     9.03
 O  3.64e+07    81.63 |   -0.15     2.01 |  125    8 |    0.16    -0.01    -0.31    18.55
 O  3.64e+07    81.63 |   15.45    66.21 |  127    1 |    0.11     0.04    -0.40     9.39
 O  3.64e+07    81.63 |   30.45    91.85 |  123   12 |    0.06     0.07    -0.22    -0.19
 O  3.64e+07    81.63 |   14.75    65.92 |  121   14 |    0.15    -0.03    -0.35     9.25
 O  3.64e+07    81.63 |    0.15     0.79 |  127    0 |    0.14    -0.06    -0.32    36.00
 O  3.64e+07    81.63 |   15.65    66.17 |  124   15 |    0.12    -0.07    -0.29    -0.19
 O  3.64e+07    81.63 |   15.40    66.22 |  127    0 |    0.13    -0.08    -0.23    -0.09
 O  3.64e+07    81.63 |   30.90    92.37 |  121   16 |    0.09     0.01    -0.31    -0.24
 O  3.65e+07    81.63 |   15.45    65.98 |  123   16 |    0.11     0.09    -0.27    17.50
 O  3.65e+07    81.63 |   45.90   109.69 |  123   14 |    0.25    -0.02    -0.25    36.94
 O  3.65e+07    81.63 |   61.45   122.66 |  116   23 |    0.23     0.06    -0.21    35.85
 O  3.65e+07    81.63 |   30.60    91.48 |  124   11 |    0.21    -0.12    -0.25    18.39
 O  3.65e+07    81.63 |   30.40    90.87 |  126    3 |    0.21     0.03    -0.31    19.22
 O  3.65e+07    81.63 |   30.40    91.55 |  123   12 |    0.09     0.03    -0.26     9.19
 O  3.65e+07    81.63 |   30.45    92.36 |  121   17 |    0.15    -0.07    -0.37    10.09
 O  3.65e+07    81.63 |   15.25    66.95 |  125    8 |    0.25     0.08    -0.27    27.76
 O  3.66e+07    81.63 |   31.35    91.40 |  123   13 |    0.12    -0.00    -0.26    -0.41
 O  3.66e+07    81.63 |   30.20    91.77 |  122   17 |    0.23     0.00    -0.28    38.44
 O  3.66e+07    81.63 |   15.80    66.82 |  124   13 |    0.17     0.13    -0.26    28.84
 O  3.66e+07    81.63 |   31.00    91.67 |  123   12 |    0.16    -0.05    -0.25    10.06
 O  3.66e+07    81.63 |   14.70    66.38 |  123   18 |    0.11     0.00    -0.26    -0.09
 O  3.66e+07    81.63 |   30.60    91.98 |  125    8 |    0.34    -0.03    -0.24    54.29
 O  3.66e+07    81.63 |   15.50    66.65 |  127    1 |    0.10    -0.03    -0.29     0.12
 O  3.66e+07    81.63 |   15.35    66.69 |  124   13 |    0.19     0.07    -0.21    27.85
 O  3.67e+07    81.63 |    0.35     1.28 |  127    0 |    0.10     0.04    -0.25     9.45
 O  3.67e+07    81.63 |   61.65   122.82 |  120   17 |    0.07    -0.04    -0.29     9.06
 O  3.67e+07    81.63 |   30.25    91.92 |  120   18 |    0.26    -0.08    -0.28    43.51
 O  3.67e+07    81.63 |    0.25     0.83 |  127    0 |    0.41     0.05    -0.32    55.79
 O  3.67e+07    81.63 |    0.40     1.59 |  127    0 |    0.20    -0.03    -0.21    19.09
 O  3.67e+07    81.63 |   45.55   109.98 |  122   14 |    0.29     0.05    -0.24    45.24
 O  3.67e+07    81.63 |   15.50    66.65 |  127    0 |    0.21     0.05    -0.36    19.19
 O  3.67e+07    81.63 |   31.50    92.18 |  124    9 |    0.10    -0.09    -0.30     9.72
 O  3.68e+07    81.63 |   15.05    66.76 |  125   10 |    0.19    -0.07    -0.25    27.76
 O  3.68e+07    81.63 |   15.40    66.24 |  123   11 |    0.08     0.07    -0.18    -0.12
 O  3.68e+07    81.63 |   -0.15     1.49 |  127    0 |    0.17     0.02    -0.23    18.73
 O  3.68e+07    81.63 |   30.80    90.91 |  126    6 |    0.25    -0.06    -0.26    37.09
 O  3.68e+07    81.63 |   45.60   108.97 |  123   14 |    0.17    -0.06    -0.21    18.45
 O  3.68e+07    81.63 |   46.15   109.17 |  120   18 |    0.12    -0.04    -0.27     0.22
 O  3.68e+07    81.63 |   29.35    92.25 |  115   23 |    0.21     0.12    -0.26    29.56
 O  3.68e+07    81.63 |   14.85    66.82 |  125    8 |    0.13     0.09    -0.22    18.64
 O  3.69e+07    81.63 |   30.95    91.87 |  124   13 |    0.19     0.05    -0.28    27.42
 O  3.69e+07    81.63 |   60.65   122.31 |  117   19 |    0.21    -0.02    -0.26    35.91
 O  3.69e+07    81.63 |   15.00    66.76 |  125    8 |    0.25    -0.02    -0.20    37.30
 O  3.69e+07    81.63 |   31.20    91.78 |  125    7 |    0.21     0.01    -0.30    28.00
 O  3.69e+07    81.63 |   16.00    66.55 |  127    1 |    0.13    -0.05    -0.19     9.28
 O  3.69e+07    81.63 |    0.10     1.61 |  123   16 |    0.11    -0.17    -0.28     9.75
 O  3.69e+07    81.63 |   15.85    66.57 |  125    9 |    0.19    -0.14    -0.33     9.50
