ID     Step     MaxR |    avgR     stdR | avgS stdS |    objC     etc.
Act FileNotFound when load_model: output/2022-04-25_22-58-15
Critic FileNotFound when load_model: output/2022-04-25_22-58-15
pygame 2.0.1 (SDL 2.0.14, Python 3.6.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
 O  1.70e+07    82.33 |   47.50   108.75 |  122   13 |    0.13    -0.06    -0.20    10.06
 O  1.70e+07    82.33 |   46.60   108.97 |  122   11 |    0.31    -0.03    -0.16    56.30
 O  1.70e+07    82.33 |   47.20   108.87 |  118   19 |    0.25    -0.05    -0.19    28.61
 O  1.70e+07    82.33 |   31.35    91.89 |  124   12 |    0.19    -0.01    -0.18    19.45
 O  1.71e+07    82.33 |   31.60    92.15 |  124    9 |    0.32    -0.06    -0.21    46.67
 O  1.71e+07    82.33 |    0.75     1.44 |  127    0 |    0.25     0.08    -0.12    28.03
 O  1.71e+07    82.33 |   31.10    91.97 |  123   11 |    0.18     0.08    -0.07    27.74
 O  1.71e+07    82.33 |   62.00   122.13 |  119   19 |    0.24    -0.09    -0.24    28.73
 O  1.71e+07    82.33 |   31.35    91.73 |  124   11 |    0.30     0.05    -0.10    28.91
 O  1.71e+07    82.33 |   62.00   122.51 |  123   10 |    0.32     0.01    -0.21    45.94
 O  1.71e+07    82.33 |   31.10    91.80 |  121   17 |    0.20     0.03    -0.17    18.32
 O  1.71e+07    82.33 |   31.50    91.51 |  122   14 |    0.15    -0.03    -0.14    19.30
 O  1.72e+07    82.33 |   62.10   121.96 |  120   17 |    0.15     0.06    -0.23    19.03
 O  1.72e+07    82.33 |   61.65   122.18 |  124    6 |    0.10     0.05    -0.18     0.78
 O  1.72e+07    82.33 |   31.25    91.76 |  119   24 |    0.34     0.02    -0.20    46.94
 O  1.72e+07    82.33 |   16.05    67.45 |  121   15 |    0.17    -0.09    -0.19    20.00
 O  1.72e+07    82.33 |   15.60    66.63 |  123   12 |    0.24     0.03    -0.12    39.06
 O  1.72e+07    82.33 |   31.55    91.66 |  124    8 |    0.14     0.06    -0.16    19.64
 O  1.72e+07    82.33 |   61.60   122.83 |  116   20 |    0.11    -0.07    -0.18    10.50
 O  1.72e+07    82.33 |    0.60     1.28 |  124   10 |    0.24     0.03    -0.21    28.52
 O  1.73e+07    82.33 |   16.55    66.42 |  124   13 |    0.31     0.03    -0.14    38.06
 O  1.73e+07    82.33 |   61.80   122.73 |  119   19 |    0.18    -0.09    -0.13    28.45
 O  1.73e+07    82.33 |   62.25   122.26 |  114   24 |    0.25     0.06    -0.13    28.82
 O  1.73e+07    82.33 |   15.70    66.61 |  123   17 |    0.14     0.06    -0.17    20.25
 O  1.73e+07    82.33 |   46.15   109.86 |  124   10 |    0.20     0.01    -0.24    35.77
 O  1.73e+07    82.33 |   16.75    67.30 |  119   19 |    0.32     0.10    -0.19    45.97
 O  1.73e+07    82.33 |   62.55   122.49 |  119   17 |    0.14     0.06    -0.18     9.85
 O  1.73e+07    82.33 |   31.20    92.27 |  119   20 |    0.34     0.14    -0.16    46.00
 O  1.74e+07    82.33 |   31.15    91.79 |  120   17 |    0.27     0.02    -0.15    29.66
 O  1.74e+07    82.33 |   30.60    91.80 |  123   13 |    0.07     0.01    -0.15    10.06
 O  1.74e+07    82.33 |   16.35    66.46 |  126    4 |    0.11    -0.03    -0.22    10.39
[34m[1mwandb[39m[22m: Network error resolved after 0:01:31.942220, resuming normal operation.
 O  1.74e+07    82.33 |   31.95    91.37 |  122   16 |    0.10     0.09    -0.10     0.88
 O  1.74e+07    82.33 |    0.50     0.87 |  125   10 |    0.23    -0.04    -0.16    28.70
 O  1.74e+07    82.33 |   31.30    92.25 |  125    6 |    0.18     0.01    -0.17    10.44
 O  1.74e+07    82.33 |   31.90    91.38 |  124   12 |    0.32     0.03    -0.17    46.12
 O  1.74e+07    82.33 |   16.15    66.51 |  123   17 |    0.11     0.04    -0.15    10.50
 O  1.75e+07    82.33 |   31.65    91.63 |  117   22 |    0.20     0.01    -0.21    19.50
 O  1.75e+07    82.33 |   31.40    92.05 |  119   20 |    0.35    -0.16    -0.16    47.21
 O  1.75e+07    82.33 |   31.50    92.18 |  122   15 |    0.18    -0.11    -0.09    29.03
 O  1.75e+07    82.33 |   31.85    91.40 |  121   20 |    0.32     0.07    -0.13    36.62
 O  1.75e+07    82.33 |    0.45     1.20 |  127    0 |    0.34    -0.10    -0.15    56.33
 O  1.75e+07    82.33 |   16.40    66.46 |  127    2 |    0.10    -0.05    -0.20    10.38
 O  1.75e+07    82.33 |   16.35    67.39 |  126    3 |    0.16    -0.07    -0.21    10.03
 O  1.75e+07    82.33 |   30.90    91.70 |  123   13 |    0.41    -0.06    -0.17    63.71
 O  1.76e+07    82.33 |   46.40   109.20 |  117   22 |    0.14     0.09    -0.15    10.36
 O  1.76e+07    82.33 |   31.55    91.83 |  126    4 |    0.21     0.05    -0.18    19.36
 O  1.76e+07    82.33 |   16.00    67.46 |  124   12 |    0.13    -0.01    -0.23     9.94
 O  1.76e+07    82.33 |   16.00    66.55 |  126    3 |    0.22     0.05    -0.14    28.70
 O  1.76e+07    82.33 |   16.40    66.92 |  126    4 |    0.21    -0.02    -0.14    19.75
 O  1.76e+07    82.33 |   31.30    92.08 |  124   11 |    0.25    -0.10    -0.13    19.33
 O  1.76e+07    82.33 |   46.55   109.14 |  117   26 |    0.23     0.07    -0.13    38.09
 O  1.76e+07    82.33 |   16.20    66.73 |  126    4 |    0.13    -0.04    -0.18    19.48
 O  1.76e+07    82.33 |   46.60   108.98 |  118   23 |    0.20     0.10    -0.19    19.12
 O  1.77e+07    82.33 |   31.25    92.26 |  116   22 |    0.18     0.07    -0.11    19.15
 O  1.77e+07    82.33 |   16.20    66.50 |  124   11 |    0.21     0.04    -0.17    27.59
 O  1.77e+07    82.33 |   16.75    66.38 |  120   21 |    0.30    -0.07    -0.11    45.62
 O  1.77e+07    82.33 |   16.35    66.70 |  123   14 |    0.17     0.03    -0.15    19.45
 O  1.77e+07    82.33 |    0.80     1.57 |  127    0 |    0.20    -0.03    -0.15    29.59
 O  1.77e+07    82.33 |   31.50    92.18 |  124   11 |    0.20     0.07    -0.09    18.82
 O  1.77e+07    82.33 |   62.15   122.43 |  120   14 |    0.21    -0.07    -0.29    37.48
 O  1.77e+07    82.33 |   15.70    66.60 |  126    5 |    0.06    -0.04    -0.13     0.34
 O  1.78e+07    82.33 |   31.65    91.80 |  117   22 |    0.16    -0.05    -0.15    19.36
 O  1.78e+07    82.33 |   46.85   109.99 |  121   17 |    0.08     0.08    -0.10     0.78
 O  1.78e+07    82.33 |   16.75    66.61 |  123   13 |    0.15    -0.09    -0.18    18.68
 O  1.78e+07    82.33 |    0.55     1.07 |  125    8 |    0.15     0.10    -0.19    19.70
 O  1.78e+07    82.33 |    0.25     1.09 |  127    0 |    0.32    -0.01    -0.15    47.00
 O  1.78e+07    82.33 |   46.80   109.46 |  120   21 |    0.09     0.02    -0.16    10.56
 O  1.78e+07    82.33 |   46.70   109.35 |  124    8 |    0.11     0.03    -0.14    10.28
 O  1.78e+07    82.33 |    0.65     1.28 |  127    0 |    0.08    -0.02    -0.16     0.69
 O  1.79e+07    82.33 |   31.70    91.62 |  120   22 |    0.19     0.08    -0.16    10.53
 O  1.79e+07    82.33 |    0.65     1.11 |  127    0 |    0.09     0.05    -0.16     9.94
 O  1.79e+07    82.33 |   16.50    66.44 |  122   20 |    0.27     0.03    -0.14    38.03
 O  1.79e+07    82.33 |   31.05    91.83 |  122   15 |    0.21    -0.12    -0.14    28.30
 O  1.79e+07    82.33 |    0.80     1.33 |  127    0 |    0.11     0.03    -0.25     1.03
 O  1.79e+07    82.33 |   16.15    66.75 |  125   10 |    0.22     0.02    -0.26    20.03
 O  1.79e+07    82.33 |   16.95    66.33 |  120   19 |    0.20     0.05    -0.30    19.30
 O  1.79e+07    82.33 |    0.95     1.47 |  127    0 |    0.15    -0.09    -0.16    10.44
 O  1.80e+07    82.33 |    0.60     1.24 |  127    0 |    0.24    -0.02    -0.19    20.16
 O  1.80e+07    82.33 |   76.75   132.47 |  120   11 |    0.19     0.04    -0.18    19.58
 O  1.80e+07    82.33 |   15.60    66.86 |  125    7 |    0.18     0.07    -0.19    28.48
 O  1.80e+07    82.33 |   31.50    91.35 |  124    8 |    0.11     0.07    -0.20    10.25
 O  1.80e+07    82.33 |   16.25    67.40 |  123   18 |    0.11    -0.00    -0.20     1.03
 O  1.80e+07    82.33 |   15.80    66.59 |  123   15 |    0.25    -0.07    -0.29    27.44
 O  1.80e+07    82.33 |    1.05     1.56 |  127    0 |    0.41    -0.04    -0.09    54.47
 O  1.80e+07    82.33 |   31.20    91.61 |  118   24 |    0.23     0.05    -0.21    18.88
 O  1.81e+07    82.33 |   15.90    66.57 |  125    7 |    0.12    -0.07    -0.17    10.06
 O  1.81e+07    82.33 |   15.70    66.61 |  123   17 |    0.17     0.03    -0.19    10.47
 O  1.81e+07    82.33 |   16.10    66.52 |  124   14 |    0.25    -0.04    -0.22    28.45
 O  1.81e+07    82.33 |   31.35    92.23 |  126    3 |    0.16    -0.02    -0.17    19.15
 O  1.81e+07    82.33 |   16.05    67.45 |  125   10 |    0.14    -0.05    -0.18    19.66
 O  1.81e+07    82.33 |   16.45    66.45 |  124    9 |    0.16     0.07    -0.19    19.75
 O  1.81e+07    82.33 |   72.43   129.34 |  120   14 |    0.16    -0.00    -0.19    19.00
 O  1.81e+07    82.33 |   16.15    67.19 |  125    7 |    0.17     0.05    -0.23    19.42
 O  1.82e+07    82.33 |   15.85    66.58 |  124   10 |    0.21     0.11    -0.18    19.61
 O  1.82e+07    82.33 |   16.05    67.45 |  124   14 |    0.16     0.10    -0.19    18.94
 O  1.82e+07    82.33 |   16.55    66.43 |  124   10 |    0.19     0.05    -0.21    28.45
 O  1.82e+07    82.33 |    1.05     1.80 |  127    0 |    0.22     0.07    -0.16    19.61
 O  1.82e+07    82.33 |   16.65    66.40 |  123   13 |    0.10     0.05    -0.14     0.69
 O  1.82e+07    82.33 |   16.60    66.42 |  122   15 |    0.15    -0.03    -0.13    18.94
 O  1.82e+07    82.33 |   16.10    66.53 |  123   15 |    0.16     0.01    -0.16    10.42
 O  1.82e+07    82.33 |    0.35     0.73 |  126    2 |    0.22    -0.02    -0.19    19.64
 O  1.83e+07    82.33 |    1.25     1.67 |  127    0 |    0.04     0.00    -0.16     0.41
 O  1.83e+07    82.33 |   16.65    66.41 |  126    5 |    0.25    -0.09    -0.23    37.73
 O  1.83e+07    82.33 |   15.85    66.34 |  124   11 |    0.18    -0.03    -0.16    28.55
 O  1.83e+07    82.33 |   16.50    66.44 |  121   19 |    0.08     0.08    -0.12     0.44
 O  1.83e+07    82.33 |   76.85   132.42 |  120   16 |    0.15    -0.06    -0.18    18.74
 O  1.83e+07    82.33 |   15.65    66.61 |  123   17 |    0.29    -0.06    -0.10    38.03
 O  1.83e+07    82.33 |   16.30    66.48 |  126    2 |    0.22     0.05    -0.20    19.21
 O  1.83e+07    82.33 |   31.45    91.70 |  126    6 |    0.28    -0.06    -0.17    20.28
 O  1.84e+07    82.33 |    1.25     2.00 |  127    0 |    0.25     0.07    -0.15    28.30
 O  1.84e+07    82.33 |   16.00    67.46 |  124    8 |    0.17    -0.05    -0.14    27.74
 O  1.84e+07    82.33 |   31.60    91.48 |  121   19 |    0.41     0.04    -0.14    63.68
 O  1.84e+07    82.33 |   31.35    92.22 |  121   21 |    0.20    -0.08    -0.24    19.52
 O  1.84e+07    82.33 |   16.05    66.99 |  121   16 |    0.16     0.04    -0.20    10.09
 O  1.84e+07    82.33 |   15.80    66.58 |  125    8 |    0.19     0.02    -0.21     9.79
 O  1.84e+07    82.33 |   31.25    92.26 |  124    8 |    0.32    -0.07    -0.23    27.76
 O  1.84e+07    82.33 |   16.85    66.59 |  120   16 |    0.09     0.03    -0.09     9.97
 O  1.84e+07    82.33 |   32.15    91.97 |  123   10 |    0.22    -0.04    -0.08    10.88
 O  1.85e+07    82.33 |   15.90    67.48 |  124   14 |    0.34     0.10    -0.17    55.47
 O  1.85e+07    82.33 |   31.70    91.28 |  120   18 |    0.18    -0.04    -0.12    10.06
 O  1.85e+07    82.33 |   31.65    91.64 |  126    4 |    0.12    -0.03    -0.17     1.16
 O  1.85e+07    82.33 |   16.00    66.55 |  124   12 |    0.12     0.02    -0.12     9.76
 O  1.85e+07    82.33 |   47.05   109.36 |  121   15 |    0.23    -0.02    -0.14    29.62
 O  1.85e+07    82.33 |    0.80     1.29 |  123   13 |    0.09     0.08    -0.20     0.58
 O  1.85e+07    82.33 |   16.35    66.47 |  122   18 |    0.31     0.02    -0.13    47.30
 O  1.85e+07    82.33 |   62.30   122.49 |  119   14 |    0.15    -0.04    -0.20    19.48
 O  1.86e+07    82.33 |    0.55     1.20 |  127    0 |    0.13     0.06    -0.16    10.22
 O  1.86e+07    82.33 |   31.35    92.23 |  121   14 |    0.05    -0.02    -0.22     0.31
 O  1.86e+07    82.33 |   61.45   122.28 |  118   20 |    0.16     0.01    -0.29     1.03
 O  1.86e+07    82.33 |   30.60    91.80 |  124    8 |    0.14     0.04    -0.27     9.91
 O  1.86e+07    82.33 |   31.30    91.58 |  121   12 |    0.11    -0.07    -0.17    10.12
 O  1.86e+07    82.33 |   61.65   122.18 |  122   13 |    0.22    -0.02    -0.12    29.00
 O  1.86e+07    82.33 |   61.65   122.18 |  123   10 |    0.13     0.04    -0.18    19.27
 O  1.86e+07    82.33 |   61.95   122.03 |  122   14 |    0.25    -0.07    -0.21    29.38
 O  1.87e+07    82.33 |   46.95   110.09 |  119   18 |    0.34     0.04    -0.19    54.47
 O  1.87e+07    82.33 |   31.05    91.66 |  124    9 |    0.31     0.02    -0.21    45.94
 O  1.87e+07    82.33 |   31.40    92.04 |  125    6 |    0.18    -0.16    -0.17    28.48
 O  1.87e+07    82.33 |   46.65   109.10 |  118   21 |    0.24    -0.07    -0.12    19.58
 O  1.87e+07    82.33 |   31.80    91.25 |  122   12 |    0.22    -0.11    -0.14    19.75
 O  1.87e+07    82.33 |   31.15    91.45 |  122   14 |    0.24     0.00    -0.17    27.71
 O  1.87e+07    82.33 |    0.60     1.11 |  127    0 |    0.25     0.12    -0.17    39.72
 O  1.87e+07    82.33 |   30.85    91.72 |  126    4 |    0.20    -0.13    -0.17    19.36
 O  1.88e+07    82.33 |   31.85    91.39 |  124   10 |    0.22    -0.02    -0.22    19.84
 O  1.88e+07    82.33 |   31.75    91.60 |  121   15 |    0.07     0.04    -0.17     9.79
 O  1.88e+07    82.33 |   31.80    91.25 |  122   13 |    0.18    -0.08    -0.24    29.06
 O  1.88e+07    82.33 |   31.15    91.79 |  122   15 |    0.25    -0.01    -0.24    28.94
 O  1.88e+07    82.33 |   31.30    91.41 |  122   12 |    0.10     0.05    -0.22     0.62
 O  1.88e+07    82.33 |   46.85   109.44 |  120   18 |    0.18    -0.12    -0.15    19.58
 O  1.88e+07    82.33 |   47.00   109.51 |  121   16 |    0.19    -0.16    -0.23    19.36
 O  1.88e+07    82.33 |   46.30   109.24 |  122   11 |    0.16     0.03    -0.19    10.69
 O  1.89e+07    82.33 |   15.85    67.26 |  126    5 |    0.26    -0.02    -0.19    28.64
 O  1.89e+07    82.33 |   31.85    91.23 |  125    7 |    0.35    -0.01    -0.14    47.09
 O  1.89e+07    82.33 |    0.35     1.15 |  127    0 |    0.21     0.09    -0.15    27.74
 O  1.89e+07    82.33 |   31.45    91.70 |  125    6 |    0.12     0.05    -0.22    10.16
 O  1.89e+07    82.33 |   31.50    91.51 |  122   15 |    0.14     0.06    -0.11    11.09
 O  1.89e+07    82.33 |   31.35    91.73 |  123   13 |    0.27    -0.10    -0.16    38.21
 O  1.89e+07    82.33 |   15.75    66.60 |  126    5 |    0.16     0.06    -0.10    10.33
 O  1.89e+07    82.33 |   15.95    66.32 |  126    4 |    0.11    -0.12    -0.18    10.31
 O  1.90e+07    82.33 |   16.20    66.50 |  125   10 |    0.32     0.11    -0.12    46.88
 O  1.90e+07    82.33 |   31.50    91.67 |  120   20 |    0.26    -0.04    -0.20    28.85
 O  1.90e+07    82.33 |   16.30    66.48 |  126    4 |    0.09    -0.06    -0.10    10.42
 O  1.90e+07    82.33 |   16.25    66.49 |  124   12 |    0.15    -0.05    -0.19     1.09
 O  1.90e+07    82.33 |   15.65    66.62 |  127    2 |    0.30    -0.01    -0.29    38.09
 O  1.90e+07    82.33 |    1.10     1.79 |  126    3 |    0.12     0.06    -0.12    10.00
 O  1.90e+07    82.33 |   16.05    66.54 |  125    7 |    0.12    -0.08    -0.12    10.58
 O  1.90e+07    82.33 |   31.10    91.81 |  123   18 |    0.12    -0.02    -0.24     9.97
 O  1.91e+07    82.33 |    1.20     1.83 |  127    0 |    0.15     0.11    -0.14    10.50
 O  1.91e+07    82.33 |   62.00   122.51 |  116   24 |    0.27     0.02    -0.18    37.76
 O  1.91e+07    82.33 |   16.10    66.52 |  124   15 |    0.13     0.06    -0.16    10.30
 O  1.91e+07    82.33 |   15.65    66.84 |  125    9 |    0.11     0.05    -0.21    10.00
 O  1.91e+07    82.33 |   31.65    92.13 |  124   13 |    0.17    -0.00    -0.17    19.52
 O  1.91e+07    82.33 |   47.00   108.81 |  122   10 |    0.17     0.05    -0.18    10.47
 O  1.91e+07    82.33 |    0.65     1.11 |  127    1 |    0.18    -0.02    -0.13    19.24
 O  1.91e+07    82.33 |   15.95    66.56 |  126    3 |    0.22     0.07    -0.16    28.39
 O  1.91e+07    82.33 |   46.30   109.38 |  119   23 |    0.18     0.09    -0.20    28.06
 O  1.92e+07    82.33 |   15.70    66.61 |  124   14 |    0.11    -0.05    -0.24     0.81
 O  1.92e+07    82.33 |   61.35   122.45 |  121   16 |    0.20     0.03    -0.21    19.52
 O  1.92e+07    82.33 |   16.40    66.68 |  127    2 |    0.29     0.00    -0.14    52.91
[34m[1mwandb[39m[22m: Network error resolved after 0:01:21.461819, resuming normal operation.
 O  1.92e+07    82.33 |   31.40    92.38 |  121   14 |    0.22    -0.02    -0.10    19.27
 O  1.92e+07    82.33 |    0.65     1.11 |  123   15 |    0.12    -0.03    -0.09    10.38
 O  1.92e+07    82.33 |   31.30    91.74 |  125    5 |    0.16     0.08    -0.16    10.36
 O  1.92e+07    82.33 |   61.55   122.23 |  120   15 |    0.19    -0.04    -0.15    10.50
 O  1.92e+07    82.33 |    0.55     0.97 |  125    8 |    0.11     0.09    -0.27     0.78
 O  1.93e+07    82.33 |   46.45   109.18 |  116   25 |    0.11     0.05    -0.15     0.81
 O  1.93e+07    82.33 |   15.80    66.58 |  123   16 |    0.15     0.01    -0.27    28.58
 O  1.93e+07    82.33 |   16.30    66.48 |  127    0 |    0.29     0.04    -0.22    45.88
 O  1.93e+07    82.33 |    0.55     0.86 |  126    3 |    0.20    -0.03    -0.17    28.38
 O  1.93e+07    82.33 |    0.55     1.07 |  126    5 |    0.16    -0.02    -0.18     1.09
 O  1.93e+07    82.33 |   15.80    66.58 |  125    5 |    0.24    -0.03    -0.19    19.70
 O  1.93e+07    82.33 |    0.50     1.07 |  127    0 |    0.15     0.06    -0.21     0.97
 O  1.93e+07    82.33 |    1.00     1.58 |  127    0 |    0.11     0.05    -0.27     0.59
 O  1.94e+07    82.33 |   16.45    66.45 |  125    7 |    0.18    -0.12    -0.18    27.85
 O  1.94e+07    82.33 |   31.10    91.80 |  124    8 |    0.33    -0.01    -0.16    47.24
 O  1.94e+07    82.33 |   16.55    67.35 |  120   21 |    0.23     0.05    -0.17    19.61
 O  1.94e+07    82.33 |   31.70    91.45 |  121   14 |    0.21     0.03    -0.12    18.94
 O  1.94e+07    82.33 |   16.15    66.51 |  124   11 |    0.30     0.00    -0.14    36.82
 O  1.94e+07    82.33 |   31.15    92.29 |  122   12 |    0.19    -0.02    -0.22    19.52
 O  1.94e+07    82.33 |   31.00    91.67 |  122   15 |    0.08     0.03    -0.10    10.16
 O  1.94e+07    82.33 |   16.05    66.54 |  127    2 |    0.19    -0.01    -0.23    28.73
 O  1.95e+07    82.33 |   31.55    91.50 |  123   14 |    0.12     0.03    -0.25     0.84
 O  1.95e+07    82.33 |   15.95    66.78 |  127    1 |    0.13     0.05    -0.19     0.97
 O  1.95e+07    82.33 |   31.20    91.94 |  120   20 |    0.13     0.10    -0.14    10.59
 O  1.95e+07    82.33 |   16.15    66.51 |  123   11 |    0.30    -0.03    -0.12    28.70
 O  1.95e+07    82.33 |   30.95    91.85 |  124   11 |    0.39     0.06    -0.05    71.00
 O  1.95e+07    82.33 |   30.90    92.04 |  123   12 |    0.24    -0.07    -0.13    20.06
 O  1.95e+07    82.33 |   62.35   121.83 |  120   15 |    0.25    -0.03    -0.18    28.12
 O  1.95e+07    82.33 |   16.05    66.53 |  126    6 |    0.26    -0.22    -0.21    38.33
 O  1.96e+07    82.33 |   15.95    67.69 |  126    4 |    0.20     0.03    -0.12    20.56
 O  1.96e+07    82.33 |    0.70     1.42 |  122   16 |    0.22     0.00    -0.26    28.15
 O  1.96e+07    82.33 |    1.00     1.45 |  127    0 |    0.24     0.09    -0.14    28.33
 O  1.96e+07    82.33 |   15.60    66.63 |  125   10 |    0.22     0.05    -0.12    28.58
 O  1.96e+07    82.33 |   31.30    91.58 |  125    7 |    0.23     0.00    -0.21    27.94
 O  1.96e+07    82.33 |   30.90    92.37 |  122   16 |    0.11     0.04    -0.20    10.19
 O  1.96e+07    82.33 |   15.40    66.67 |  123   15 |    0.29     0.07    -0.21    37.97
 O  1.96e+07    82.33 |    0.90     1.70 |  127    0 |    0.13     0.05    -0.18     9.73
 O  1.97e+07    82.33 |   46.65   109.66 |  122   14 |    0.44     0.08    -0.11    65.21
 O  1.97e+07    82.33 |   16.05    67.44 |  125    6 |    0.27     0.02    -0.24    27.47
 O  1.97e+07    82.33 |    0.60     1.24 |  124   12 |    0.29     0.09    -0.20    37.94
 O  1.97e+07    82.33 |   31.45    92.20 |  124   12 |    0.38    -0.04    -0.17    64.18
 O  1.97e+07    82.33 |   31.45    91.53 |  120   15 |    0.15     0.07    -0.25    11.25
 O  1.97e+07    82.33 |   16.40    66.23 |  124    9 |    0.17    -0.04    -0.20    19.75
 O  1.97e+07    82.33 |   32.10    91.98 |  124    9 |    0.32     0.04    -0.15    44.29
 O  1.97e+07    82.33 |   31.50    91.51 |  125    6 |    0.26    -0.05    -0.17    28.79
 O  1.98e+07    82.33 |   46.60   109.25 |  119   14 |    0.18    -0.05    -0.26    19.21
 O  1.98e+07    82.33 |    0.90     1.48 |  123   16 |    0.23    -0.03    -0.13    37.52
 O  1.98e+07    82.33 |   46.85   108.87 |  123    8 |    0.20     0.02    -0.11    19.33
 O  1.98e+07    82.33 |   16.60    66.42 |  126    5 |    0.29     0.00    -0.13    28.67
 O  1.98e+07    82.33 |   31.80    91.58 |  122   15 |    0.31     0.04    -0.11    44.74
 O  1.98e+07    82.33 |   15.35    66.68 |  123   12 |    0.13    -0.09    -0.18     0.94
 O  1.98e+07    82.33 |   31.90    91.55 |  121   15 |    0.18    -0.12    -0.15    19.30
 O  1.98e+07    82.33 |   31.00    91.84 |  124   11 |    0.34     0.08    -0.20    45.74
 O  1.98e+07    82.33 |   31.60    92.15 |  126    5 |    0.20     0.08    -0.11    20.31
 O  1.99e+07    82.33 |   15.85    66.81 |  125    7 |    0.25     0.09    -0.18    28.48
 O  1.99e+07    82.33 |   16.25    66.72 |  122   13 |    0.32    -0.10    -0.13    38.15
 O  1.99e+07    82.33 |   62.20   122.41 |  119   20 |    0.22     0.11    -0.13    28.27
 O  1.99e+07    82.33 |   31.75    91.44 |  120   18 |    0.30     0.00    -0.26    36.94
 O  1.99e+07    82.33 |   31.90    92.05 |  124    8 |    0.23    -0.09    -0.19    28.79
 O  1.99e+07    82.33 |   31.00    91.67 |  124   10 |    0.19    -0.03    -0.19    19.58
 O  1.99e+07    82.33 |   15.85    66.58 |  126    6 |    0.34    -0.03    -0.12    45.71
 O  1.99e+07    82.33 |   16.15    66.51 |  127    0 |    0.15     0.01    -0.12    10.18
 O  2.00e+07    82.33 |   30.95    91.85 |  120   16 |    0.31     0.04    -0.15    45.38
 O  2.00e+07    82.33 |   15.80    66.59 |  126    6 |    0.10    -0.03    -0.17    18.74
 O  2.00e+07    82.33 |    1.00     1.48 |  124   11 |    0.30     0.00    -0.10    54.85
 O  2.00e+07    82.33 |   16.10    66.52 |  121   19 |    0.22    -0.03    -0.18    18.94
 O  2.00e+07    82.33 |   47.05   109.21 |  119   22 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.05    66.54 |  125    7 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.05    66.31 |  123   13 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.05    66.53 |  123   12 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   45.95   109.24 |  122   13 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.25    66.49 |  124   12 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |    0.50     1.07 |  121   21 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.00    91.67 |  123   12 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   15.70    66.61 |  127    1 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   15.65    66.61 |  126    5 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |    1.35     1.98 |  124   15 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.05    91.66 |  124    8 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.45    91.69 |  115   21 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |    0.65     1.31 |  126    6 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |    0.90     1.70 |  122   17 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   30.75    91.75 |  120   19 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.70    92.11 |  125    6 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   46.65   109.52 |  124    8 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |    1.00     1.70 |  124   14 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   15.75    66.60 |  121   19 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.25    91.92 |  122   14 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   30.70    91.77 |  124    8 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.00    91.84 |  122   14 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   46.55   109.00 |  119   21 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.30    92.24 |  126    5 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   30.90    91.70 |  123   11 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.15    91.63 |  119   19 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.05    66.77 |  126    3 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.80    91.42 |  125    6 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.70    91.78 |  123   12 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   32.00    91.02 |  124    8 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.25    66.50 |  126    3 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   15.75    66.83 |  121   19 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   62.15   122.31 |  118   19 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   31.05    92.32 |  126    2 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.00    66.55 |  125    6 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |   16.50    66.67 |  123   11 |    0.00     0.00     0.00
 O  2.00e+07    82.33 |    0.80     1.29 |  125   10 |    0.00     0.00     0.00
