ID     Step     MaxR |    avgR     stdR | avgS stdS |    objC     etc.
Act FileNotFound when load_model: output/2022-04-25_22-58-15
Critic FileNotFound when load_model: output/2022-04-25_22-58-15
pygame 2.0.1 (SDL 2.0.14, Python 3.6.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
 O  6.77e+06    41.70 |    0.25     1.09 |  127    0 |    0.15     0.04    -0.05     0.94
 O  6.79e+06    41.70 |    0.75     1.30 |  127    0 |    0.20     0.01    -0.04    19.03
 O  6.80e+06    41.70 |    0.35     0.96 |  127    0 |    0.16     0.08    -0.02    10.56
 O  6.81e+06    41.70 |   16.00    66.77 |  125    9 |    0.18     0.02    -0.08    19.84
 O  6.82e+06    41.70 |   15.85    66.81 |  125   10 |    0.18    -0.01    -0.08    19.64
 O  6.84e+06    41.70 |   31.70    92.62 |  122   16 |    0.17    -0.07    -0.07    19.78
 O  6.85e+06    41.70 |    0.85     1.80 |  127    0 |    0.21     0.06    -0.10    19.94
 O  6.86e+06    41.70 |   16.40    67.38 |  127    2 |    0.08     0.08    -0.08     0.47
 O  6.87e+06    41.70 |    0.10     0.44 |  127    0 |    0.12     0.05    -0.08     0.69
 O  6.89e+06    41.70 |   16.10    66.75 |  126    5 |    0.11     0.03    -0.04     0.38
 O  6.90e+06    41.70 |   16.55    66.66 |  126    4 |    0.08    -0.06    -0.05     0.41
 O  6.91e+06    41.70 |    0.70     1.55 |  127    0 |    0.08     0.05    -0.08     0.44
 O  6.92e+06    41.70 |   31.05    91.99 |  122   18 |    0.16     0.01    -0.05     9.64
 O  6.93e+06    41.70 |    0.75     1.79 |  127    0 |    0.18     0.09    -0.06    19.24
 O  6.95e+06    41.70 |   16.40    67.37 |  126    5 |    0.16     0.04    -0.06    10.09
 O  6.96e+06    41.70 |    0.55     1.24 |  127    0 |    0.10    -0.05    -0.03     0.56
 O  6.97e+06    41.70 |    0.50     1.50 |  127    0 |    0.22     0.05    -0.04    29.56
 O  6.98e+06    41.70 |   16.10    67.44 |  125   11 |    0.21    -0.05    -0.06    28.48
 O  7.00e+06    41.70 |   31.50    92.18 |  125    7 |    0.26    -0.10    -0.03    29.53
 O  7.01e+06    41.70 |    0.95     1.80 |  126    3 |    0.12    -0.11    -0.03     0.66
 O  7.02e+06    41.70 |   15.95    66.79 |  124   14 |    0.08     0.05    -0.03    10.28
 O  7.03e+06    41.70 |   31.70    92.45 |  123   15 |    0.13     0.08    -0.07    10.44
 O  7.05e+06    41.70 |   16.00    66.77 |  125    7 |    0.22    -0.09    -0.09    20.00
 O  7.06e+06    41.70 |   16.00    67.46 |  126    4 |    0.15     0.05    -0.11    20.72
 O  7.07e+06    41.70 |   16.85    66.59 |  123   18 |    0.14     0.00    -0.05    10.09
 O  7.08e+06    41.70 |    0.40     0.73 |  127    1 |    0.20    -0.05    -0.06    19.91
 O  7.09e+06    41.70 |   15.80    67.50 |  125    9 |    0.11    -0.01    -0.06     0.50
 O  7.11e+06    41.70 |    0.60     1.53 |  126    5 |    0.18     0.07    -0.02    19.00
O  7.12e+06    42.33 |
 O  7.12e+06    42.33 |   42.33   104.42 |  124    6 |    0.19     0.02    -0.02    28.67
 O  7.13e+06    42.33 |    0.90     1.70 |  127    0 |    0.14    -0.01    -0.07     0.75
 O  7.14e+06    42.33 |   15.85    67.49 |  127    0 |    0.14     0.02    -0.04     1.09
 O  7.16e+06    42.33 |   16.30    67.40 |  123   13 |    0.11    -0.01    -0.10    10.12
 O  7.17e+06    42.33 |   31.85    92.73 |  125    6 |    0.20     0.05    -0.02    30.06
 O  7.18e+06    42.33 |    0.35     0.96 |  127    0 |    0.15    -0.08    -0.04    10.41
 O  7.19e+06    42.33 |   31.40    91.88 |  125    7 |    0.20     0.08    -0.04    10.19
 O  7.20e+06    42.33 |   15.70    67.52 |  126    4 |    0.16     0.06    -0.02    10.09
 O  7.22e+06    42.33 |    0.70     1.68 |  127    0 |    0.19     0.09    -0.05     1.41
 O  7.23e+06    42.33 |   41.80   104.33 |  121   18 |    0.11    -0.03    -0.07     0.72
 O  7.24e+06    42.33 |    0.35     1.11 |  127    0 |    0.12     0.03    -0.05    10.27
 O  7.25e+06    42.33 |   16.75    67.31 |  123   17 |    0.14    -0.09    -0.06     0.66
 O  7.27e+06    42.33 |    0.80     1.57 |  127    1 |    0.17    -0.01    -0.03    10.19
 O  7.28e+06    42.33 |    0.30     0.71 |  126    6 |    0.22    -0.02    -0.05    19.61
 O  7.29e+06    42.33 |   31.20    92.39 |  123   14 |    0.17     0.04    -0.04    20.09
 O  7.30e+06    42.33 |   16.35    66.47 |  126    3 |    0.21     0.02    -0.05    28.45
 O  7.32e+06    42.33 |    0.75     1.55 |  127    0 |    0.23    -0.02    -0.04    19.12
 O  7.33e+06    42.33 |   16.05    67.22 |  122   16 |    0.17     0.02    -0.08     0.72
 O  7.34e+06    42.33 |    0.50     1.20 |  124   11 |    0.14    -0.12    -0.05    10.84
 O  7.35e+06    42.33 |   16.60    67.34 |  124   13 |    0.12    -0.05    -0.07     9.82
 O  7.36e+06    42.33 |   16.05    66.77 |  126    5 |    0.13     0.08    -0.03    10.41
 O  7.38e+06    42.33 |   32.15    92.14 |  123   15 |    0.11    -0.01    -0.06    10.53
 O  7.39e+06    42.33 |   31.50    91.85 |  123   12 |    0.19    -0.06    -0.03    20.28
 O  7.40e+06    42.33 |   31.45    92.86 |  118   22 |    0.17    -0.07    -0.03    10.25
 O  7.41e+06    42.33 |    0.80     1.57 |  127    0 |    0.09     0.08    -0.03    10.18
 O  7.43e+06    42.33 |    0.60     1.53 |  127    0 |    0.11     0.05    -0.04    10.28
 O  7.44e+06    42.33 |   31.30    91.91 |  126    4 |    0.20     0.08    -0.05    19.79
 O  7.45e+06    42.33 |   15.75    66.83 |  125    9 |    0.13    -0.06    -0.03    19.21
 O  7.46e+06    42.33 |    0.20     0.60 |  126    6 |    0.16     0.06    -0.04    10.97
 O  7.48e+06    42.33 |    1.60     2.27 |  126    2 |    0.14    -0.06    -0.06     0.81
 O  7.49e+06    42.33 |    1.05     1.69 |  127    0 |    0.12    -0.03    -0.05     0.69
 O  7.50e+06    42.33 |   15.70    66.84 |  122   21 |    0.14     0.01    -0.02     0.75
 O  7.51e+06    42.33 |   16.10    67.21 |  125    6 |    0.13    -0.02    -0.04    10.16
 O  7.52e+06    42.33 |    1.00     2.00 |  127    0 |    0.16    -0.06    -0.01    20.03
 O  7.54e+06    42.33 |   31.60    92.04 |  124   11 |    0.21     0.01    -0.03    18.97
 O  7.55e+06    42.33 |   15.75    66.83 |  127    1 |    0.15    -0.05    -0.02     1.06
 O  7.56e+06    42.33 |   31.40    92.21 |  126    5 |    0.17     0.08    -0.05    10.50
 O  7.57e+06    42.33 |    0.05     0.22 |  127    0 |    0.22     0.04    -0.05    19.39
 O  7.59e+06    42.33 |   15.90    66.79 |  123   13 |    0.24    -0.01    -0.03    19.84
 O  7.60e+06    42.33 |    0.85     1.80 |  127    0 |    0.17     0.01    -0.04    10.69
 O  7.61e+06    42.33 |    1.10     1.70 |  127    0 |    0.15    -0.03    -0.03     0.88
 O  7.62e+06    42.33 |   16.15    66.74 |  125    7 |    0.16    -0.05    -0.02     1.03
 O  7.63e+06    42.33 |   15.90    67.48 |  127    1 |    0.17    -0.05    -0.04    10.69
 O  7.65e+06    42.33 |    0.15     0.48 |  127    0 |    0.11     0.11    -0.03    10.28
 O  7.66e+06    42.33 |   16.45    67.37 |  127    2 |    0.09    -0.00    -0.04    10.16
 O  7.67e+06    42.33 |   16.15    66.75 |  124   14 |    0.14    -0.06    -0.02    10.19
 O  7.68e+06    42.33 |   31.95    92.20 |  124   14 |    0.14     0.00    -0.06    10.36
 O  7.70e+06    42.33 |   16.10    66.52 |  126    3 |    0.34     0.02    -0.05    37.61
 O  7.71e+06    42.33 |    1.45     2.04 |  127    1 |    0.20     0.01    -0.02    19.33
 O  7.72e+06    42.33 |    0.20     0.60 |  127    0 |    0.25    -0.00    -0.04    19.55
 O  7.73e+06    42.33 |    1.15     1.80 |  127    0 |    0.19    -0.03    -0.02     1.03
 O  7.75e+06    42.33 |   16.10    67.44 |  124   12 |    0.16     0.07    -0.03    10.36
 O  7.76e+06    42.33 |   31.85    92.24 |  123   12 |    0.21    -0.10    -0.01    19.33
 O  7.77e+06    42.33 |   31.40    92.38 |  125    8 |    0.17     0.01    -0.01    10.00
 O  7.78e+06    42.33 |   31.90    92.05 |  124   14 |    0.10     0.05    -0.02    10.56
 O  7.79e+06    42.33 |    0.20     0.60 |  127    0 |    0.12    -0.00    -0.02     0.72
 O  7.81e+06    42.33 |    1.20     1.99 |  127    0 |    0.16     0.07    -0.01    10.09
 O  7.82e+06    42.33 |    0.75     1.55 |  127    0 |    0.21     0.01    -0.02    18.88
 O  7.83e+06    42.33 |   15.80    67.50 |  125   10 |    0.10     0.01    -0.01     0.73
 O  7.84e+06    42.33 |    0.75     1.44 |  127    1 |    0.14     0.08    -0.04    10.12
 O  7.86e+06    42.33 |   16.25    66.72 |  127    2 |    0.26     0.06    -0.02    28.73
 O  7.87e+06    42.33 |   31.35    92.39 |  124   10 |    0.15     0.00    -0.04     0.62
 O  7.88e+06    42.33 |   15.85    66.81 |  125    8 |    0.11     0.05    -0.01    10.50
 O  7.89e+06    42.33 |   16.25    67.41 |  124   12 |    0.28    -0.02    -0.06    28.61
 O  7.91e+06    42.33 |    0.90     1.70 |  127    0 |    0.15     0.01    -0.03    10.00
 O  7.92e+06    42.33 |   30.95    92.02 |  122   13 |    0.21    -0.10    -0.03    19.67
 O  7.93e+06    42.33 |   31.05    91.99 |  124   11 |    0.18     0.06    -0.01    10.15
 O  7.94e+06    42.33 |    0.10     0.44 |  127    0 |    0.11    -0.03    -0.03     0.81
 O  7.95e+06    42.33 |   15.85    66.81 |  125    8 |    0.11    -0.02    -0.03     9.97
 O  7.97e+06    42.33 |    1.30     2.08 |  126    3 |    0.25     0.02    -0.06    19.53
 O  7.98e+06    42.33 |    0.45     1.20 |  127    0 |    0.14     0.07    -0.07     0.75
 O  7.99e+06    42.33 |    0.75     1.55 |  127    0 |    0.16     0.02    -0.02     0.97
 O  8.00e+06    42.33 |    0.25     1.09 |  127    0 |    0.28     0.00    -0.04    29.34
 O  8.02e+06    42.33 |   15.60    67.54 |  121   19 |    0.16     0.03    -0.04     1.25
 O  8.03e+06    42.33 |   15.45    66.89 |  126    5 |    0.12    -0.05    -0.05     0.72
 O  8.04e+06    42.33 |    0.75     1.30 |  127    0 |    0.13     0.04    -0.06     9.78
 O  8.05e+06    42.33 |    0.65     1.53 |  127    0 |    0.11    -0.03    -0.06     0.28
 O  8.07e+06    42.33 |    0.10     0.44 |  127    0 |    0.11     0.05    -0.05     0.84
 O  8.08e+06    42.33 |    0.60     1.53 |  127    0 |    0.13    -0.10    -0.06     0.66
 O  8.09e+06    42.33 |   16.10    67.44 |  127    0 |    0.16     0.08    -0.04    10.34
 O  8.10e+06    42.33 |   31.10    92.47 |  126    4 |    0.09     0.05    -0.07     0.44
 O  8.11e+06    42.33 |   15.65    66.84 |  125    9 |    0.24    -0.11    -0.02    19.66
 O  8.13e+06    42.33 |   16.00    67.46 |  123   16 |    0.21    -0.09    -0.03    19.36
 O  8.14e+06    42.33 |    0.90     1.58 |  127    0 |    0.20     0.07    -0.06     0.88
 O  8.15e+06    42.33 |   16.55    67.35 |  124   11 |    0.13     0.03    -0.05    10.22
 O  8.16e+06    42.33 |    0.55     1.07 |  127    0 |    0.11     0.07    -0.05    10.44
 O  8.18e+06    42.33 |   16.25    66.72 |  126    5 |    0.17     0.04    -0.03    19.18
 O  8.19e+06    42.33 |   32.00    92.18 |  122   15 |    0.15     0.05    -0.04     0.69
 O  8.20e+06    42.33 |    0.25     1.09 |  127    0 |    0.15    -0.12    -0.05    19.72
 O  8.21e+06    42.33 |    0.70     1.55 |  127    0 |    0.08    -0.01    -0.05     0.34
 O  8.22e+06    42.33 |    0.35     1.15 |  127    0 |    0.07     0.00    -0.01    10.30
 O  8.24e+06    42.33 |    0.25     0.77 |  127    0 |    0.14     0.07    -0.08     0.72
 O  8.25e+06    42.33 |    0.35     1.15 |  127    0 |    0.17    -0.02    -0.07    10.44
 O  8.26e+06    42.33 |    0.70     1.55 |  127    2 |    0.22     0.02    -0.05     1.38
 O  8.27e+06    42.33 |    1.15     1.80 |  127    0 |    0.21    -0.08    -0.04    19.27
 O  8.29e+06    42.33 |    0.95     1.80 |  126    5 |    0.25    -0.01    -0.03    19.64
 O  8.30e+06    42.33 |   31.35    92.40 |  126    4 |    0.11    -0.01    -0.05     0.59
 O  8.31e+06    42.33 |    0.50     1.50 |  127    0 |    0.16     0.02    -0.02     1.06
 O  8.32e+06    42.33 |   16.65    67.32 |  122   16 |    0.18     0.06    -0.03    10.31
 O  8.34e+06    42.33 |    1.10     1.81 |  127    0 |    0.11     0.05    -0.06     0.41
O  8.35e+06    51.47 |
 ID     Step  TargetR |    avgR     stdR |  UsedTime  ########
O  8.35e+06    50.00 |   51.47   114.91 |     52439  ########
 O  8.35e+06    51.47 |   51.47   114.91 |  121   17 |    0.10    -0.19    -0.02     0.59
 O  8.36e+06    51.47 |    0.10     0.44 |  125    5 |    0.18    -0.00    -0.04    10.41
 O  8.37e+06    51.47 |    0.40     1.02 |  127    0 |    0.18     0.04    -0.05    18.94
 O  8.38e+06    51.47 |   15.75    66.83 |  126    3 |    0.15    -0.32    -0.04     0.75
 O  8.40e+06    51.47 |   31.35    92.89 |  126    4 |    0.15     0.04    -0.10    10.00
 O  8.41e+06    51.47 |    0.60     1.32 |  127    0 |    0.22     0.03    -0.02    19.58
 O  8.42e+06    51.47 |   15.90    67.25 |  124   11 |    0.22    -0.02    -0.03    19.39
 O  8.43e+06    51.47 |    0.55     1.24 |  127    0 |    0.12     0.03    -0.07    10.27
 O  8.45e+06    51.47 |    0.35     1.15 |  127    0 |    0.12     0.01    -0.06     0.52
 O  8.46e+06    51.47 |    0.00     0.00 |  127    0 |    0.21    -0.08    -0.05    19.55
 O  8.47e+06    51.47 |   16.40    67.38 |  125    9 |    0.09    -0.05    -0.11     0.44
 O  8.48e+06    51.47 |    0.25     1.09 |  127    0 |    0.14     0.04    -0.08     0.75
 O  8.50e+06    51.47 |    0.50     1.20 |  125    7 |    0.07    -0.08    -0.09    10.19
 O  8.51e+06    51.47 |    0.50     1.50 |  127    0 |    0.17    -0.08    -0.02     9.91
 O  8.52e+06    51.47 |   15.70    66.84 |  124   12 |    0.20     0.06    -0.11     1.38
 O  8.53e+06    51.47 |   15.95    66.79 |  126    3 |    0.28     0.02    -0.06    28.67
 O  8.54e+06    51.47 |   41.47   105.04 |  123   12 |    0.17    -0.15    -0.01    19.81
 O  8.56e+06    51.47 |   16.45    67.37 |  123   12 |    0.24    -0.02    -0.04    29.15
 O  8.57e+06    51.47 |   16.30    66.72 |  126    3 |    0.11     0.05    -0.04    10.41
 O  8.58e+06    51.47 |    1.10     2.00 |  125    8 |    0.13     0.01    -0.06    10.38
 O  8.59e+06    51.47 |   15.35    66.91 |  125    7 |    0.28     0.02    -0.03    37.88
 O  8.61e+06    51.47 |   15.95    67.47 |  126    2 |    0.18     0.06    -0.01    10.09
 O  8.62e+06    51.47 |    1.15     1.90 |  127    0 |    0.23    -0.04    -0.07    29.38
 O  8.63e+06    51.47 |   15.60    67.54 |  125    8 |    0.14     0.08    -0.01    10.38
 O  8.64e+06    51.47 |   16.25    67.41 |  127    2 |    0.13     0.04    -0.03     9.73
 O  8.65e+06    51.47 |   15.50    67.56 |  125    8 |    0.06     0.05    -0.02     9.61
 O  8.67e+06    51.47 |   15.95    67.47 |  125    7 |    0.16     0.05    -0.05     1.28
 O  8.68e+06    51.47 |   16.10    67.44 |  127    2 |    0.12     0.07    -0.05     9.88
 O  8.69e+06    51.47 |    0.55     1.40 |  126    3 |    0.15    -0.04    -0.08     9.59
 O  8.70e+06    51.47 |    0.10     0.44 |  127    0 |    0.14    -0.00    -0.12     9.75
 O  8.72e+06    51.47 |    0.30     0.95 |  127    0 |    0.11     0.12    -0.06     0.44
 O  8.73e+06    51.47 |    0.35     1.15 |  127    0 |    0.17     0.01    -0.10    10.38
 O  8.74e+06    51.47 |    0.30     0.71 |  125    7 |    0.15    -0.04    -0.06     0.88
 O  8.75e+06    51.47 |   31.20    92.44 |  124    9 |    0.13     0.01    -0.09     9.58
 O  8.77e+06    51.47 |   16.10    67.44 |  125    6 |    0.12    -0.14    -0.09     9.84
 O  8.78e+06    51.47 |    0.20     0.87 |  127    2 |    0.08     0.05    -0.11     0.53
 O  8.79e+06    51.47 |   15.65    66.84 |  126    3 |    0.25    -0.02    -0.07    37.76
 O  8.80e+06    51.47 |   41.30   104.71 |  125    7 |    0.20    -0.01    -0.08    28.12
 O  8.81e+06    51.47 |   15.55    66.64 |  127    2 |    0.21     0.03    -0.07    28.36
 O  8.83e+06    51.47 |   16.35    66.70 |  124   12 |    0.23     0.00    -0.06    27.76
 O  8.84e+06    51.47 |   15.90    67.48 |  124   14 |    0.18     0.01    -0.09    10.06
 O  8.85e+06    51.47 |    0.40     1.16 |  127    0 |    0.16     0.01    -0.11     9.73
 O  8.86e+06    51.47 |   31.10    92.97 |  125    7 |    0.11     0.08    -0.02     9.97
 O  8.88e+06    51.47 |   31.15    91.96 |  122   15 |    0.10     0.07    -0.04     0.44
 O  8.89e+06    51.47 |    0.65     1.53 |  125    8 |    0.25     0.02    -0.11    20.06
 O  8.90e+06    51.47 |    0.60     1.53 |  125    8 |    0.28    -0.02    -0.07    38.30
 O  8.91e+06    51.47 |   31.55    92.33 |  121   20 |    0.22     0.01    -0.05    19.24
 O  8.93e+06    51.47 |   47.50   110.29 |  121   19 |    0.16     0.02    -0.07     0.75
 O  8.94e+06    51.47 |   15.90    67.48 |  122   17 |    0.20    -0.15    -0.04    20.38
 O  8.95e+06    51.47 |    0.85     1.80 |  127    0 |    0.24    -0.03    -0.07    37.33
 O  8.96e+06    51.47 |   15.70    66.85 |  125   10 |    0.16    -0.04    -0.06    10.41
 O  8.97e+06    51.47 |    0.65     1.42 |  125   11 |    0.13    -0.01    -0.05    20.12
 O  8.99e+06    51.47 |   17.10    67.23 |  126    5 |    0.18    -0.19    -0.06    10.78
 O  9.00e+06    51.47 |   16.00    66.77 |  125    8 |    0.11    -0.07    -0.05    10.56
 O  9.01e+06    51.47 |    1.00     1.82 |  127    0 |    0.20    -0.01    -0.07    19.09
 O  9.02e+06    51.47 |   16.45    66.68 |  127    0 |    0.12     0.01    -0.09     0.75
 O  9.04e+06    51.47 |    1.40     2.06 |  127    0 |    0.10    -0.15    -0.05    10.22
 O  9.05e+06    51.47 |    0.75     1.61 |  126    3 |    0.22    -0.03    -0.05    19.30
 O  9.06e+06    51.47 |   32.10    92.65 |  123   12 |    0.16     0.00    -0.06    10.03
 O  9.07e+06    51.47 |   31.30    92.24 |  124    9 |    0.15     0.02    -0.07     0.66
 O  9.08e+06    51.47 |    1.00     1.58 |  127    0 |    0.14     0.05    -0.12     0.94
 O  9.10e+06    51.47 |    1.70     2.33 |  127    0 |    0.11    -0.04    -0.06    10.39
 O  9.11e+06    51.47 |   15.70    66.84 |  126    4 |    0.24     0.03    -0.03    29.03
 O  9.12e+06    51.47 |    0.75     1.55 |  127    0 |    0.21    -0.03    -0.06    19.94
 O  9.13e+06    51.47 |    1.10     2.00 |  122   16 |    0.15     0.02    -0.05    19.91
 O  9.15e+06    51.47 |   46.50   110.14 |  124    8 |    0.09    -0.01    -0.02     0.56
 O  9.16e+06    51.47 |    0.65     1.53 |  127    2 |    0.14     0.04    -0.07     9.70
 O  9.17e+06    51.47 |    0.70     1.27 |  127    0 |    0.08     0.02    -0.03    10.66
 O  9.18e+06    51.47 |    0.60     1.53 |  124   13 |    0.14     0.09    -0.13    10.59
 O  9.20e+06    51.47 |    0.75     1.30 |  125    8 |    0.26    -0.13    -0.06    28.94
 O  9.21e+06    51.47 |    1.00     1.79 |  127    0 |    0.11    -0.05    -0.11     0.72
 O  9.22e+06    51.47 |    0.55     1.24 |  127    0 |    0.11    -0.07    -0.05     0.53
 O  9.23e+06    51.47 |    0.80     1.69 |  127    0 |    0.18     0.03    -0.07     1.28
 O  9.24e+06    51.47 |   16.20    67.42 |  127    1 |    0.23     0.08    -0.13    20.00
 O  9.26e+06    51.47 |   47.45   109.05 |  122   10 |    0.16    -0.06    -0.02     0.82
 O  9.27e+06    51.47 |    0.70     1.55 |  127    0 |    0.19     0.00    -0.06    28.64
 O  9.28e+06    51.47 |   15.80    66.82 |  126    3 |    0.10     0.05    -0.02     1.03
 O  9.29e+06    51.47 |    0.60     1.53 |  127    1 |    0.19     0.03    -0.11    29.38
 O  9.31e+06    51.47 |   15.55    66.64 |  122   16 |    0.08     0.10    -0.07     0.30
 O  9.32e+06    51.47 |   16.20    66.51 |  125    8 |    0.16    -0.03    -0.11     9.82
 O  9.33e+06    51.47 |    1.05     1.80 |  127    0 |    0.14     0.05    -0.03    18.64
 O  9.34e+06    51.47 |    0.40     1.36 |  125    7 |    0.17    -0.01    -0.03     1.12
 O  9.36e+06    51.47 |    0.95     1.80 |  127    0 |    0.22     0.03    -0.12    19.15
 O  9.37e+06    51.47 |   16.35    66.71 |  126    3 |    0.24     0.06    -0.03    28.58
 O  9.38e+06    51.47 |   15.85    67.49 |  124   11 |    0.31     0.03    -0.19    38.18
 O  9.39e+06    51.47 |    0.95     1.56 |  125    8 |    0.17     0.08    -0.04    10.16
 O  9.40e+06    51.47 |   31.55    92.32 |  126    3 |    0.11    -0.00    -0.10     0.66
 O  9.42e+06    51.47 |   16.20    66.74 |  123   12 |    0.13    -0.09    -0.12    10.56
 O  9.43e+06    51.47 |   15.80    66.82 |  125    6 |    0.21     0.06    -0.08    10.78
 O  9.44e+06    51.47 |    0.80     1.57 |  127    0 |    0.12    -0.23    -0.02    10.41
 O  9.45e+06    51.47 |    1.40     1.96 |  127    0 |    0.21     0.01    -0.02    29.18
 O  9.47e+06    51.47 |   16.45    67.37 |  122   20 |    0.09     0.01    -0.04     9.88
 O  9.48e+06    51.47 |   31.70    91.79 |  125    7 |    0.17    -0.07    -0.04     1.03
 O  9.49e+06    51.47 |    0.65     1.42 |  125   10 |    0.15     0.13    -0.05     1.06
 O  9.50e+06    51.47 |   16.35    67.39 |  126    5 |    0.17    -0.05    -0.05    20.12
 O  9.52e+06    51.47 |    1.25     2.17 |  127    0 |    0.28    -0.16    -0.05    38.42
 O  9.53e+06    51.47 |    0.65     1.42 |  126    6 |    0.23     0.05    -0.02    19.79
 O  9.54e+06    51.47 |   15.45    66.66 |  123   13 |    0.18    -0.01    -0.08     1.22
 O  9.55e+06    51.47 |    0.70     1.35 |  127    0 |    0.22     0.09    -0.07    19.79
 O  9.56e+06    51.47 |   15.65    66.62 |  126    6 |    0.09    -0.10    -0.03     0.70
 O  9.58e+06    51.47 |   16.30    66.72 |  127    0 |    0.16     0.08    -0.03    20.25
 O  9.59e+06    51.47 |    1.15     1.90 |  127    0 |    0.29     0.04    -0.04    37.70
 O  9.60e+06    51.47 |   16.35    67.39 |  125    9 |    0.15    -0.03    -0.05     9.97
 O  9.61e+06    51.47 |   15.60    67.54 |  127    1 |    0.13     0.03    -0.06    11.06
 O  9.63e+06    51.47 |   16.55    66.66 |  124   13 |    0.19    -0.01    -0.06    29.22
 O  9.64e+06    51.47 |   32.10    91.66 |  125    9 |    0.16     0.10    -0.08     1.53
 O  9.65e+06    51.47 |   47.15   109.87 |  126    4 |    0.18    -0.09    -0.04    19.78
 O  9.66e+06    51.47 |   16.15    67.43 |  126    4 |    0.23     0.05    -0.04    20.50
 O  9.67e+06    51.47 |   31.30    91.91 |  121   19 |    0.17     0.01    -0.10    19.06
 O  9.69e+06    51.47 |    0.65     1.39 |  127    0 |    0.14     0.10    -0.15    10.78
 O  9.70e+06    51.47 |   16.10    67.44 |  122   13 |    0.13    -0.04    -0.17    19.67
 O  9.71e+06    51.47 |   30.85    91.89 |  119   20 |    0.18     0.02    -0.11     1.06
 O  9.72e+06    51.47 |   16.50    67.36 |  126    5 |    0.28     0.11    -0.12    38.15
 O  9.74e+06    51.47 |   16.15    66.75 |  121   17 |    0.14     0.05    -0.09    10.47
 O  9.75e+06    51.47 |   16.80    67.06 |  127    1 |    0.13     0.06    -0.06    10.03
 O  9.76e+06    51.47 |   31.25    91.60 |  124   14 |    0.14     0.09    -0.11    10.16
 O  9.77e+06    51.47 |    0.80     1.57 |  127    0 |    0.20    -0.03    -0.11    28.55
 O  9.79e+06    51.47 |   47.05   110.33 |  124   10 |    0.16     0.01    -0.07     1.12
 O  9.80e+06    51.47 |   16.15    66.74 |  126    2 |    0.29     0.09    -0.09    39.31
 O  9.81e+06    51.47 |   15.45    66.89 |  122   18 |    0.23    -0.06    -0.13    19.45
 O  9.82e+06    51.47 |   16.50    66.66 |  123   13 |    0.17     0.08    -0.09     1.06
 O  9.83e+06    51.47 |   31.40    92.38 |  125    6 |    0.25    -0.04    -0.10    36.91
 O  9.85e+06    51.47 |   31.45    92.36 |  125    7 |    0.11    -0.02    -0.06    10.42
 O  9.86e+06    51.47 |   16.25    67.40 |  124   11 |    0.14    -0.02    -0.08    10.81
 O  9.87e+06    51.47 |   32.05    92.17 |  125    8 |    0.16    -0.02    -0.09    10.09
 O  9.88e+06    51.47 |   15.85    66.80 |  126    3 |    0.17    -0.02    -0.21    10.44
 O  9.90e+06    51.47 |   31.70    92.12 |  123   12 |    0.11     0.01    -0.11    10.84
 O  9.91e+06    51.47 |   15.55    66.87 |  124   13 |    0.12     0.00    -0.12    10.69
 O  9.92e+06    51.47 |   16.90    67.27 |  123   15 |    0.23     0.06    -0.17    29.03
 O  9.93e+06    51.47 |    0.70     1.55 |  127    0 |    0.15    -0.12    -0.13     1.19
 O  9.95e+06    51.47 |    0.80     1.69 |  126    4 |    0.19    -0.03    -0.14     1.27
 O  9.96e+06    51.47 |    1.45     2.11 |  127    0 |    0.10    -0.04    -0.15    10.97
 O  9.97e+06    51.47 |   16.75    67.30 |  126    2 |    0.17    -0.04    -0.11    20.28
 O  9.98e+06    51.47 |   16.05    66.77 |  124   15 |    0.22    -0.05    -0.12    19.18
 O  9.99e+06    51.47 |    1.75     2.21 |  127    1 |    0.17     0.03    -0.12    10.00
 O  1.00e+07    51.47 |   31.05    92.49 |  122   16 |    0.20    -0.01    -0.07    19.55
 O  1.00e+07    51.47 |   16.00    66.77 |  124   12 |    0.13     0.03    -0.13    10.62
 O  1.00e+07    51.47 |   31.15    92.45 |  125    7 |    0.14    -0.00    -0.14    10.09
 O  1.00e+07    51.47 |    0.85     1.46 |  123   11 |    0.15    -0.03    -0.09    10.97
 O  1.01e+07    51.47 |   31.55    92.83 |  125    7 |    0.21    -0.01    -0.11    28.73
 O  1.01e+07    51.47 |    0.95     1.77 |  127    0 |    0.24     0.04    -0.09    19.06
 O  1.01e+07    51.47 |   15.70    67.52 |  125    8 |    0.17    -0.13    -0.12    19.72
 O  1.01e+07    51.47 |    0.55     1.40 |  127    0 |    0.17    -0.12    -0.12    10.78
 O  1.01e+07    51.47 |    0.80     1.57 |  127    0 |    0.06    -0.03    -0.11     0.19
 O  1.01e+07    51.47 |   46.70   109.22 |  124   12 |    0.09     0.00    -0.11     9.76
 O  1.01e+07    51.47 |   16.05    67.45 |  123   17 |    0.21     0.12    -0.11    28.48
 O  1.01e+07    51.47 |   16.15    67.43 |  122   16 |    0.13     0.02    -0.07    10.47
 O  1.02e+07    51.47 |   15.95    67.47 |  122   19 |    0.11     0.05    -0.10     0.79
 O  1.02e+07    51.47 |    0.10     0.44 |  127    0 |    0.19     0.03    -0.07    19.70
 O  1.02e+07    51.47 |    0.75     1.44 |  127    0 |    0.08    -0.02    -0.12     0.31
